year,state,dtype,mrate,legal,pop,beertax
1971,16,MVA,71.15918,0.29858392,42159,0.3703704
1971,16,suicide,28.463673,0.29858392,42159,0.3703704
1971,16,homicide,2.3719728,0.29858392,42159,0.3703704
1971,16,other external,45.067482,0.29858392,42159,0.3703704
1971,16,internal,23.719728,0.29858392,42159,0.3703704
1972,16,all,172.13983,0.47672307,45312,0.3588517
1972,16,MVA,92.69068,0.47672307,45312,0.3588517
1972,16,suicide,13.241526,0.47672307,45312,0.3588517
1972,16,homicide,4.4138417,0.47672307,45312,0.3588517
1972,16,other external,44.138416,0.47672307,45312,0.3588517
1972,16,internal,17.655367,0.47672307,45312,0.3588517
1973,16,all,199.35265,0.65027547,46651,0.33783785
1973,16,MVA,96.46095,0.65027547,46651,0.33783785
1973,16,suicide,15.005037,0.65027547,46651,0.33783785
1973,16,homicide,10.717884,0.65027547,46651,0.33783785
1973,16,other external,38.58438,0.65027547,46651,0.33783785
1973,16,internal,38.58438,0.65027547,46651,0.33783785
1974,16,all,140.11662,0.654798,48531,0.30425966
1974,16,MVA,82.42155,0.654798,48531,0.30425966
1974,16,suicide,14.42377,0.654798,48531,0.30425966
1974,16,homicide,0.0,0.654798,48531,0.30425966
1974,16,other external,32.968616,0.654798,48531,0.30425966
1974,16,internal,10.302693,0.654798,48531,0.30425966
1975,16,all,140.97272,0.65290505,49655,0.2788104
1975,16,MVA,64.44467,0.65290505,49655,0.2788104
1975,16,suicide,22.152855,0.65290505,49655,0.2788104
1975,16,homicide,10.069479,0.65290505,49655,0.2788104
1975,16,other external,26.180647,0.65290505,49655,0.2788104
1975,16,internal,18.125063,0.65290505,49655,0.2788104
1976,16,all,167.17474,0.6567411,50845,0.26362038
1976,16,MVA,92.4378,0.6567411,50845,0.26362038
1976,16,suicide,17.700855,0.6567411,50845,0.26362038
1976,16,homicide,5.9002852,0.6567411,50845,0.26362038
1976,16,other external,37.368473,0.6567411,50845,0.26362038
1976,16,internal,13.767332,0.6567411,50845,0.26362038
1977,16,all,185.2781,0.6584514,51814,0.24752477
1977,16,MVA,94.56904,0.6584514,51814,0.24752477
1977,16,suicide,13.509862,0.6584514,51814,0.24752477
1977,16,homicide,3.8599606,0.6584514,51814,0.24752477
1977,16,other external,52.10947,0.6584514,51814,0.24752477
1977,16,internal,21.229784,0.6584514,51814,0.24752477
1978,16,all,141.60562,0.6571634,52964,0.23006137
1978,16,MVA,67.970695,0.6571634,52964,0.23006137
1978,16,suicide,22.656898,0.6571634,52964,0.23006137
1978,16,homicide,5.6642246,0.6571634,52964,0.23006137
1978,16,other external,26.433048,0.6571634,52964,0.23006137
1978,16,internal,18.880749,0.6571634,52964,0.23006137
1979,16,all,167.35779,0.65559626,53777,0.20661159
1979,16,MVA,78.1003,0.65559626,53777,0.20661159
1979,16,suicide,13.016717,0.65559626,53777,0.20661159
1979,16,homicide,11.1571865,0.65559626,53777,0.20661159
1979,16,other external,44.628746,0.65559626,53777,0.20661159
1979,16,internal,20.454842,0.65559626,53777,0.20661159
1980,16,all,143.28227,0.66977113,54438,0.18203884
1980,16,MVA,73.47809,0.66977113,54438,0.18203884
1980,16,suicide,14.695617,0.66977113,54438,0.18203884
1980,16,homicide,7.3478084,0.66977113,54438,0.18203884
1980,16,other external,25.717329,0.66977113,54438,0.18203884
1980,16,internal,22.043425,0.66977113,54438,0.18203884
1981,16,all,151.70857,0.68237406,54051,0.1650165
1981,16,MVA,59.203346,0.68237406,54051,0.1650165
1981,16,suicide,40.7023,0.68237406,54051,0.1650165
1981,16,homicide,7.4004183,0.68237406,54051,0.1650165
1981,16,other external,22.201254,0.68237406,54051,0.1650165
1981,16,internal,22.201254,0.68237406,54051,0.1650165
1982,16,all,76.84771,0.6812741,52051,0.15544042
1982,16,MVA,46.108624,0.6812741,52051,0.15544042
1982,16,suicide,7.6847706,0.6812741,52051,0.15544042
1982,16,homicide,0.0,0.6812741,52051,0.15544042
1982,16,other external,7.6847706,0.6812741,52051,0.15544042
1982,16,internal,15.369541,0.6812741,52051,0.15544042
1983,16,all,140.51146,0.6819021,49818,0.15060242
1983,16,MVA,76.27765,0.6819021,49818,0.15060242
1983,16,suicide,22.080372,0.6819021,49818,0.15060242
1983,16,homicide,4.014613,0.6819021,49818,0.15060242
1983,16,other external,24.087679,0.6819021,49818,0.15060242
1983,16,internal,14.0511465,0.6819021,49818,0.15060242
1970,17,all,133.7177,0.0,561631,0.18041238
1970,17,MVA,45.403477,0.0,561631,0.18041238
1970,17,suicide,7.8343253,0.0,561631,0.18041238
1970,17,homicide,20.298025,0.0,561631,0.18041238
1970,17,other external,25.63961,0.0,561631,0.18041238
1970,17,internal,34.54225,0.0,561631,0.18041238
1971,17,all,130.72542,0.0,586726,0.17283951
1971,17,MVA,50.960754,0.0,586726,0.17283951
1971,17,suicide,5.7948685,0.0,586726,0.17283951
1971,17,homicide,18.407228,0.0,586726,0.17283951
1971,17,other external,19.60029,0.0,586726,0.17283951
1971,17,internal,35.962273,0.0,586726,0.17283951
1972,17,all,115.58903,0.0,600403,0.16746412
1972,17,MVA,40.30626,0.0,600403,0.16746412
1972,17,suicide,7.6615205,0.0,600403,0.16746412
1972,17,homicide,19.320356,0.0,600403,0.16746412
1972,17,other external,19.986576,0.0,600403,0.16746412
1972,17,internal,28.314316,0.0,600403,0.16746412
1973,17,all,144.04465,0.16642416,608839,0.15765765
1973,17,MVA,46.317665,0.16642416,608839,0.15765765
1973,17,suicide,9.0335865,0.16642416,608839,0.15765765
1973,17,homicide,14.289492,0.16642416,608839,0.15765765
1973,17,other external,24.96555,0.16642416,608839,0.15765765
1973,17,internal,49.43836,0.16642416,608839,0.15765765
1974,17,all,133.11057,0.6637872,621288,0.14198783
1974,17,MVA,38.46847,0.6637872,621288,0.14198783
1974,17,suicide,6.76015,0.6637872,621288,0.14198783
1974,17,homicide,15.773683,0.6637872,621288,0.14198783
1974,17,other external,22.694788,0.6637872,621288,0.14198783
1974,17,internal,49.413475,0.6637872,621288,0.14198783
1975,17,all,131.32399,0.6589059,637355,0.13011153
1975,17,MVA,39.22461,0.6589059,637355,0.13011153
1975,17,suicide,6.4328356,0.6589059,637355,0.13011153
1975,17,homicide,16.788132,0.6589059,637355,0.13011153
1975,17,other external,22.593374,0.6589059,637355,0.13011153
1975,17,internal,46.285038,0.6589059,637355,0.13011153
1976,17,all,124.28601,0.66345376,650918,0.12302285
1976,17,MVA,45.62787,0.66345376,650918,0.12302285
1976,17,suicide,7.8350883,0.66345376,650918,0.12302285
1976,17,homicide,16.591951,0.66345376,650918,0.12302285
1976,17,other external,24.58067,0.66345376,650918,0.12302285
1976,17,internal,29.650433,0.66345376,650918,0.12302285
1977,17,all,130.09232,0.6694339,661069,0.11551155
1977,17,MVA,46.137394,0.6694339,661069,0.11551155
1977,17,suicide,11.04272,0.6694339,661069,0.11551155
1977,17,homicide,20.875278,0.6694339,661069,0.11551155
1977,17,other external,25.110844,0.6694339,661069,0.11551155
1977,17,internal,26.926085,0.6694339,661069,0.11551155
1978,17,all,133.07475,0.671101,660531,0.10736197
1978,17,MVA,52.3821,0.671101,660531,0.10736197
1978,17,suicide,8.478027,0.671101,660531,0.10736197
1978,17,homicide,18.924168,0.671101,660531,0.10736197
1978,17,other external,26.64523,0.671101,660531,0.10736197
1978,17,internal,26.64523,0.671101,660531,0.10736197
1979,17,all,119.71923,0.66772074,659042,0.09641874
1979,17,MVA,42.637646,0.66772074,659042,0.09641874
1979,17,suicide,10.318007,0.66772074,659042,0.09641874
1979,17,homicide,22.912045,0.66772074,659042,0.09641874
1979,17,other external,21.394691,0.66772074,659042,0.09641874
1979,17,internal,22.456839,0.66772074,659042,0.09641874
1980,17,all,109.85273,0.0,652692,0.08495145
1980,17,MVA,38.915752,0.0,652692,0.08495145
1980,17,suicide,11.644083,0.0,652692,0.08495145
1980,17,homicide,20.530357,0.0,652692,0.08495145
1980,17,other external,16.85328,0.0,652692,0.08495145
1980,17,internal,21.909262,0.0,652692,0.08495145
1981,17,all,106.25676,0.0,645606,0.0770077
1981,17,MVA,38.103737,0.0,645606,0.0770077
1981,17,suicide,10.222953,0.0,645606,0.0770077
1981,17,homicide,22.924198,0.0,645606,0.0770077
1981,17,other external,15.799109,0.0,645606,0.0770077
1981,17,internal,19.20676,0.0,645606,0.0770077
1982,17,all,101.66088,0.0,629544,0.07253886
1982,17,MVA,30.815956,0.0,629544,0.07253886
1982,17,suicide,7.306876,0.0,629544,0.07253886
1982,17,homicide,20.967558,0.0,629544,0.07253886
1982,17,other external,17.155273,0.0,629544,0.07253886
1982,17,internal,25.41522,0.0,629544,0.07253886
1983,17,all,91.26154,0.0,609238,0.070281126
1983,17,MVA,30.3658,0.0,609238,0.070281126
1983,17,suicide,7.2221365,0.0,609238,0.070281126
1983,17,homicide,17.070505,0.0,609238,0.070281126
1983,17,other external,14.444273,0.0,609238,0.070281126
1983,17,internal,22.158829,0.0,609238,0.070281126
1970,18,all,135.54895,0.0,281817,0.20618556
1970,18,MVA,60.677673,0.0,281817,0.20618556
1970,18,suicide,7.806484,0.0,281817,0.20618556
1970,18,homicide,7.806484,0.0,281817,0.20618556
1970,18,other external,21.290411,0.0,281817,0.20618556
1970,18,internal,37.9679,0.0,281817,0.20618556
1971,18,all,135.11444,0.0,293825,0.19753087
1971,18,MVA,62.962646,0.0,293825,0.19753087
1971,18,suicide,7.827789,0.0,293825,0.19753087
1971,18,homicide,8.168127,0.0,293825,0.19753087
1971,18,other external,17.697609,0.0,293825,0.19753087
1971,18,internal,38.458267,0.0,293825,0.19753087
1972,18,all,112.16719,0.0,304902,0.19138756
1972,18,MVA,57.067516,0.0,304902,0.19138756
1972,18,suicide,5.2475877,0.0,304902,0.19138756
1972,18,homicide,7.215433,0.0,304902,0.19138756
1972,18,other external,15.086815,0.0,304902,0.19138756
1972,18,internal,27.549835,0.0,304902,0.19138756
1973,18,all,137.80669,0.0,310580,0.21396396
1973,18,MVA,62.463776,0.0,310580,0.21396396
1973,18,suicide,11.269238,0.0,310580,0.21396396
1973,18,homicide,8.693413,0.0,310580,0.21396396
1973,18,other external,23.82639,0.0,310580,0.21396396
1973,18,internal,31.553867,0.0,310580,0.21396396
1974,18,all,111.997314,0.0,316079,0.19269776
1974,18,MVA,45.241856,0.0,316079,0.19269776
1974,18,suicide,7.276662,0.0,316079,0.19269776
1974,18,homicide,9.491298,0.0,316079,0.19269776
1974,18,other external,23.095491,0.0,316079,0.19269776
1974,18,internal,26.892012,0.0,316079,0.19269776
1975,18,all,114.87974,0.0,320335,0.17657992
1975,18,MVA,45.889458,0.0,320335,0.17657992
1975,18,suicide,8.7408495,0.0,320335,0.17657992
1975,18,homicide,14.047793,0.0,320335,0.17657992
1975,18,other external,24.973856,0.0,320335,0.17657992
1975,18,internal,21.227777,0.0,320335,0.17657992
1976,18,all,118.669304,0.0,324431,0.16695957
1976,18,MVA,55.78998,0.0,324431,0.16695957
1976,18,suicide,8.322263,0.0,324431,0.16695957
1976,18,homicide,8.630495,0.0,324431,0.16695957
1976,18,other external,20.65154,0.0,324431,0.16695957
1976,18,internal,25.27502,0.0,324431,0.16695957
1977,18,all,123.91423,0.0,329260,0.15676568
1977,18,MVA,51.63093,0.0,329260,0.15676568
1977,18,suicide,11.844743,0.0,329260,0.15676568
1977,18,homicide,11.23732,0.0,329260,0.15676568
1977,18,other external,26.119177,0.0,329260,0.15676568
1977,18,internal,23.082064,0.0,329260,0.15676568
1978,18,all,118.28971,0.0,329699,0.14570552
1978,18,MVA,56.7184,0.0,329699,0.14570552
1978,18,suicide,9.402515,0.0,329699,0.14570552
1978,18,homicide,9.402515,0.0,329699,0.14570552
1978,18,other external,21.8381,0.0,329699,0.14570552
1978,18,internal,20.92818,0.0,329699,0.14570552
1979,18,all,116.00017,0.0,331034,0.130854
1979,18,MVA,52.864662,0.0,331034,0.130854
1979,18,suicide,12.385435,0.0,331034,0.130854
1979,18,homicide,11.177099,0.0,331034,0.130854
1979,18,other external,23.864618,0.0,331034,0.130854
1979,18,internal,15.708356,0.0,331034,0.130854
1980,18,all,101.84239,0.0,325012,0.11529126
1980,18,MVA,46.459824,0.0,325012,0.11529126
1980,18,suicide,9.230429,0.0,325012,0.11529126
1980,18,homicide,9.230429,0.0,325012,0.11529126
1980,18,other external,15.99941,0.0,325012,0.11529126
1980,18,internal,20.922304,0.0,325012,0.11529126
1981,18,all,94.94945,0.0,318064,0.12651265
1981,18,MVA,43.387493,0.0,318064,0.12651265
1981,18,suicide,8.80326,0.0,318064,0.12651265
1981,18,homicide,9.432064,0.0,318064,0.12651265
1981,18,other external,16.348911,0.0,318064,0.12651265
1981,18,internal,16.977715,0.0,318064,0.12651265
1982,18,all,98.912285,0.0,309365,0.119170986
1982,18,MVA,39.43562,0.0,309365,0.119170986
1982,18,suicide,17.45511,0.0,309365,0.119170986
1982,18,homicide,9.697283,0.0,309365,0.119170986
1982,18,other external,13.576197,0.0,309365,0.119170986
1982,18,internal,18.748081,0.0,309365,0.119170986
1983,18,all,105.03256,0.0,299907,0.11546185
1983,18,MVA,47.014576,0.0,299907,0.11546185
1983,18,suicide,10.669974,0.0,299907,0.11546185
1983,18,homicide,10.336537,0.0,299907,0.11546185
1983,18,other external,10.669974,0.0,299907,0.11546185
1983,18,internal,26.3415,0.0,299907,0.11546185
1970,19,all,145.44247,0.0,150575,0.30927834
1970,19,MVA,84.34335,0.0,150575,0.30927834
1970,19,suicide,5.977088,0.0,150575,0.30927834
1970,19,homicide,2.6564834,0.0,150575,0.30927834
1970,19,other external,23.24423,0.0,150575,0.30927834
1970,19,internal,29.22132,0.0,150575,0.30927834
1971,19,all,125.07216,0.0,155910,0.34567901
1971,19,MVA,65.422356,0.0,155910,0.34567901
1971,19,suicide,6.4139566,0.0,155910,0.34567901
1971,19,homicide,1.2827914,0.0,155910,0.34567901
1971,19,other external,21.166058,0.0,155910,0.34567901
1971,19,internal,30.786993,0.0,155910,0.34567901
1972,19,all,131.06743,0.4960146,157171,0.33492824
1972,19,MVA,89.07496,0.4960146,157171,0.33492824
1972,19,suicide,7.6349964,0.4960146,157171,0.33492824
1972,19,homicide,1.2724993,0.4960146,157171,0.33492824
1972,19,other external,11.452495,0.4960146,157171,0.33492824
1972,19,internal,21.63249,0.4960146,157171,0.33492824
1973,19,all,122.057205,0.82981455,156484,0.3153153
1973,19,MVA,71.572815,0.82981455,156484,0.3153153
1973,19,suicide,6.3904295,0.82981455,156484,0.3153153
1973,19,homicide,4.473301,0.82981455,156484,0.3153153
1973,19,other external,20.449375,0.82981455,156484,0.3153153
1973,19,internal,19.17129,0.82981455,156484,0.3153153
1974,19,all,145.75061,1.0,159176,0.28397566
1974,19,MVA,63.45178,1.0,159176,0.28397566
1974,19,suicide,13.821179,1.0,159176,0.28397566
1974,19,homicide,6.9105897,1.0,159176,0.28397566
1974,19,other external,27.014122,1.0,159176,0.28397566
1974,19,internal,34.552948,1.0,159176,0.28397566
1975,19,all,138.21404,1.0,162791,0.26022306
1975,19,MVA,65.72845,1.0,162791,0.26022306
1975,19,suicide,7.9856997,1.0,162791,0.26022306
1975,19,homicide,6.1428456,1.0,162791,0.26022306
1975,19,other external,28.25709,1.0,162791,0.26022306
1975,19,internal,30.099943,1.0,162791,0.26022306
1976,19,all,137.28276,1.0,166809,0.2460457
1976,19,MVA,76.73447,1.0,166809,0.2460457
1976,19,suicide,10.191297,1.0,166809,0.2460457
1976,19,homicide,5.3953924,1.0,166809,0.2460457
1976,19,other external,23.97952,1.0,166809,0.2460457
1976,19,internal,20.98208,1.0,166809,0.2460457
1977,19,all,111.02384,1.0,169333,0.2310231
1977,19,MVA,56.102474,1.0,169333,0.2310231
1977,19,suicide,18.897675,1.0,169333,0.2310231
1977,19,homicide,2.3622093,1.0,169333,0.2310231
1977,19,other external,16.535465,1.0,169333,0.2310231
1977,19,internal,17.126019,1.0,169333,0.2310231
1978,19,all,114.20004,0.9573912,170753,0.21472394
1978,19,MVA,62.077972,0.9573912,170753,0.21472394
1978,19,suicide,11.712825,0.9573912,170753,0.21472394
1978,19,homicide,1.7569238,0.9573912,170753,0.21472394
1978,19,other external,17.569237,0.9573912,170753,0.21472394
1978,19,internal,21.083084,0.9573912,170753,0.21472394
1979,19,all,112.7114,0.7068474,172121,0.19283748
1979,19,MVA,59.260635,0.7068474,172121,0.19283748
1979,19,suicide,8.133813,0.7068474,172121,0.19283748
1979,19,homicide,4.0669065,0.7068474,172121,0.19283748
1979,19,other external,20.334532,0.7068474,172121,0.19283748
1979,19,internal,20.915518,0.7068474,172121,0.19283748
1980,19,all,123.22253,0.6759016,172858,0.1699029
1980,19,MVA,64.79307,0.6759016,172858,0.1699029
1980,19,suicide,9.256152,0.6759016,172858,0.1699029
1980,19,homicide,4.628076,0.6759016,172858,0.1699029
1980,19,other external,28.346968,0.6759016,172858,0.1699029
1980,19,internal,16.198267,0.6759016,172858,0.1699029
1981,19,all,106.7679,0.68563974,168590,0.1540154
1981,19,MVA,65.24705,0.68563974,168590,0.1540154
1981,19,suicide,13.642565,0.68563974,168590,0.1540154
1981,19,homicide,2.3726199,0.68563974,168590,0.1540154
1981,19,other external,10.67679,0.68563974,168590,0.1540154
1981,19,internal,14.828875,0.68563974,168590,0.1540154
1982,19,all,78.66407,0.6818255,161446,0.14507772
1982,19,MVA,37.164127,0.6818255,161446,0.14507772
1982,19,suicide,12.388043,0.6818255,161446,0.14507772
1982,19,homicide,4.9552174,0.6818255,161446,0.14507772
1982,19,other external,13.007445,0.6818255,161446,0.14507772
1982,19,internal,11.149239,0.6818255,161446,0.14507772
1983,19,all,103.24809,0.6865284,153998,0.14056225
1983,19,MVA,50.00065,0.6865284,153998,0.14056225
1983,19,suicide,17.532696,0.6865284,153998,0.14056225
1983,19,homicide,4.5455136,0.6865284,153998,0.14056225
1983,19,other external,12.337823,0.6865284,153998,0.14056225
1983,19,internal,18.831413,0.6865284,153998,0.14056225
1970,20,all,148.52686,1.0,127923,0.38659796
1970,20,MVA,80.51719,1.0,127923,0.38659796
1970,20,suicide,6.2537622,1.0,127923,0.38659796
1970,20,homicide,3.9086013,1.0,127923,0.38659796
1970,20,other external,28.923649,1.0,127923,0.38659796
1970,20,internal,28.923649,1.0,127923,0.38659796
1971,20,all,141.38144,1.0,131559,0.3703704
1971,20,MVA,76.01152,1.0,131559,0.3703704
1971,20,suicide,5.3208065,1.0,131559,0.3703704
1971,20,homicide,8.361268,1.0,131559,0.3703704
1971,20,other external,18.242765,1.0,131559,0.3703704
1971,20,internal,33.445072,1.0,131559,0.3703704
1972,20,all,133.75763,1.0,136067,0.3588517
1972,20,MVA,66.14388,1.0,136067,0.3588517
1972,20,suicide,14.698641,1.0,136067,0.3588517
1972,20,homicide,4.409592,1.0,136067,0.3588517
1972,20,other external,23.517826,1.0,136067,0.3588517
1972,20,internal,24.98769,1.0,136067,0.3588517
1973,20,all,132.13075,1.0,139256,0.33783785
1973,20,MVA,61.756763,1.0,139256,0.33783785
1973,20,suicide,11.489631,1.0,139256,0.33783785
1973,20,homicide,6.4629173,1.0,139256,0.33783785
1973,20,other external,33.03269,1.0,139256,0.33783785
1973,20,internal,19.388752,1.0,139256,0.33783785
1974,20,all,112.75083,1.0,140132,0.30425966
1974,20,MVA,39.248707,1.0,140132,0.30425966
1974,20,suicide,6.422516,1.0,140132,0.30425966
1974,20,homicide,8.5633545,1.0,140132,0.30425966
1974,20,other external,37.821484,1.0,140132,0.30425966
1974,20,internal,20.694773,1.0,140132,0.30425966
1975,20,all,109.46792,1.0,141594,0.2788104
1975,20,MVA,43.787167,1.0,141594,0.2788104
1975,20,suicide,7.062446,1.0,141594,0.2788104
1975,20,homicide,7.062446,1.0,141594,0.2788104
1975,20,other external,26.13105,1.0,141594,0.2788104
1975,20,internal,25.424807,1.0,141594,0.2788104
1976,20,all,115.17601,1.0,143259,0.26362038
1976,20,MVA,55.842915,1.0,143259,0.26362038
1976,20,suicide,15.356801,1.0,143259,0.26362038
1976,20,homicide,2.7921457,1.0,143259,0.26362038
1976,20,other external,25.12931,1.0,143259,0.26362038
1976,20,internal,16.054838,1.0,143259,0.26362038
1977,20,all,140.41544,1.0,144571,0.29702973
1977,20,MVA,69.170166,1.0,144571,0.29702973
1977,20,suicide,12.45063,1.0,144571,0.29702973
1977,20,homicide,13.834033,1.0,144571,0.29702973
1977,20,other external,21.44275,1.0,144571,0.29702973
1977,20,internal,23.517857,1.0,144571,0.29702973
1978,20,all,127.560745,1.0,144245,0.27607363
1978,20,MVA,56.847725,1.0,144245,0.27607363
1978,20,suicide,15.945093,1.0,144245,0.27607363
1978,20,homicide,6.932649,1.0,144245,0.27607363
1978,20,other external,24.264273,1.0,144245,0.27607363
1978,20,internal,23.571007,1.0,144245,0.27607363
1979,20,all,131.09596,1.0,144932,0.2479339
1979,20,MVA,58.648193,1.0,144932,0.2479339
1979,20,suicide,13.109596,1.0,144932,0.2479339
1979,20,homicide,15.179532,1.0,144932,0.2479339
1979,20,other external,23.459278,1.0,144932,0.2479339
1979,20,internal,20.699362,1.0,144932,0.2479339
1980,20,all,132.25838,1.0,142146,0.21844661
1980,20,MVA,58.390667,1.0,142146,0.21844661
1980,20,suicide,18.291054,1.0,142146,0.21844661
1980,20,homicide,11.256033,1.0,142146,0.21844661
1980,20,other external,26.733078,1.0,142146,0.21844661
1980,20,internal,17.587551,1.0,142146,0.21844661
1981,20,all,121.08381,1.0,137921,0.1980198
1981,20,MVA,58.00422,1.0,137921,0.1980198
1981,20,suicide,10.150739,1.0,137921,0.1980198
1981,20,homicide,8.700633,1.0,137921,0.1980198
1981,20,other external,26.826952,1.0,137921,0.1980198
1981,20,internal,17.401266,1.0,137921,0.1980198
1982,20,all,102.946075,1.0,132108,0.1865285
1982,20,MVA,47.688255,1.0,132108,0.1865285
1982,20,suicide,12.111303,1.0,132108,0.1865285
1982,20,homicide,5.298695,1.0,132108,0.1865285
1982,20,other external,18.166954,1.0,132108,0.1865285
1982,20,internal,19.680866,1.0,132108,0.1865285
1983,20,all,113.501114,1.0,126871,0.1807229
1983,20,MVA,52.021343,1.0,126871,0.1807229
1983,20,suicide,18.916853,1.0,126871,0.1807229
1983,20,homicide,11.034831,1.0,126871,0.1807229
1983,20,other external,13.399437,1.0,126871,0.1807229
1983,20,internal,18.12865,1.0,126871,0.1807229
1970,21,all,146.59213,0.0,186231,0.20618556
1970,21,MVA,70.34274,0.0,186231,0.20618556
1970,21,suicide,4.832708,0.0,186231,0.20618556
1970,21,homicide,9.128448,0.0,186231,0.20618556
1970,21,other external,23.626572,0.0,186231,0.20618556
1970,21,internal,38.661663,0.0,186231,0.20618556
1971,21,all,130.67471,0.0,192080,0.19753087
1971,21,MVA,56.74719,0.0,192080,0.19753087
1971,21,suicide,8.850479,0.0,192080,0.19753087
1971,21,homicide,13.01541,0.0,192080,0.19753087
1971,21,other external,20.824656,0.0,192080,0.19753087
1971,21,internal,31.236984,0.0,192080,0.19753087
1972,21,all,138.69261,0.0,190349,0.19138756
1972,21,MVA,71.44771,0.0,190349,0.19138756
1972,21,suicide,8.405613,0.0,190349,0.19138756
1972,21,homicide,12.608419,0.0,190349,0.19138756
1972,21,other external,14.709823,0.0,190349,0.19138756
1972,21,internal,31.521048,0.0,190349,0.19138756
1973,21,all,142.5271,0.0,194349,0.18018018
1973,21,MVA,68.43359,0.0,194349,0.18018018
1973,21,suicide,8.74715,0.0,194349,0.18018018
1973,21,homicide,12.348919,0.0,194349,0.18018018
1973,21,other external,24.1833,0.0,194349,0.18018018
1973,21,internal,28.814144,0.0,194349,0.18018018
1974,21,all,123.5472,0.0,200733,0.1622718
1974,21,MVA,50.315594,0.0,200733,0.1622718
1974,21,suicide,7.472613,0.0,200733,0.1622718
1974,21,homicide,12.454355,0.0,200733,0.1622718
1974,21,other external,26.901407,0.0,200733,0.1622718
1974,21,internal,26.403233,0.0,200733,0.1622718
1975,21,all,131.24821,0.0,206479,0.14869888
1975,21,MVA,54.242805,0.0,206479,0.14869888
1975,21,suicide,12.592079,0.0,206479,0.14869888
1975,21,homicide,10.170526,0.0,206479,0.14869888
1975,21,other external,32.448822,0.0,206479,0.14869888
1975,21,internal,21.793983,0.0,206479,0.14869888
1976,21,all,129.11404,0.0,212990,0.14059754
1976,21,MVA,57.74919,0.0,212990,0.14059754
1976,21,suicide,7.9815955,0.0,212990,0.14059754
1976,21,homicide,11.268135,0.0,212990,0.14059754
1976,21,other external,23.47528,0.0,212990,0.14059754
1976,21,internal,28.639843,0.0,212990,0.14059754
1977,21,all,133.32346,0.0,216016,0.1320132
1977,21,MVA,56.940228,0.0,216016,0.1320132
1977,21,suicide,12.036145,0.0,216016,0.1320132
1977,21,homicide,12.036145,0.0,216016,0.1320132
1977,21,other external,29.164507,0.0,216016,0.1320132
1977,21,internal,23.146433,0.0,216016,0.1320132
1978,21,all,133.97086,0.0,216465,0.12269939
1978,21,MVA,56.36015,0.0,216465,0.12269939
1978,21,suicide,10.625275,0.0,216465,0.12269939
1978,21,homicide,12.01118,0.0,216465,0.12269939
1978,21,other external,24.946297,0.0,216465,0.12269939
1978,21,internal,30.027948,0.0,216465,0.12269939
1979,21,all,127.58039,0.0,217118,0.110192835
1979,21,MVA,57.57238,0.0,217118,0.110192835
1979,21,suicide,11.975055,0.0,217118,0.110192835
1979,21,homicide,12.435634,0.0,217118,0.110192835
1979,21,other external,23.48953,0.0,217118,0.110192835
1979,21,internal,22.107794,0.0,217118,0.110192835
1980,21,all,134.32172,0.0,218133,0.097087376
1980,21,MVA,52.72013,0.0,218133,0.097087376
1980,21,suicide,14.66995,0.0,218133,0.097087376
1980,21,homicide,13.7530775,0.0,218133,0.097087376
1980,21,other external,30.25677,0.0,218133,0.097087376
1980,21,internal,22.921795,0.0,218133,0.097087376
1981,21,all,119.326225,0.0,216214,0.0880088
1981,21,MVA,60.125618,0.0,216214,0.0880088
1981,21,suicide,7.400076,0.0,216214,0.0880088
1981,21,homicide,6.475066,0.0,216214,0.0880088
1981,21,other external,19.4252,0.0,216214,0.0880088
1981,21,internal,25.900265,0.0,216214,0.0880088
1982,21,all,103.51918,0.0,212521,0.08290155
1982,21,MVA,45.172005,0.0,212521,0.08290155
1982,21,suicide,11.293001,0.0,212521,0.08290155
1982,21,homicide,10.351918,0.0,212521,0.08290155
1982,21,other external,20.703836,0.0,212521,0.08290155
1982,21,internal,15.998419,0.0,212521,0.08290155
1983,21,all,115.09142,0.0,207661,0.08032128
1983,21,MVA,45.747635,0.0,207661,0.08032128
1983,21,suicide,14.928176,0.0,207661,0.08032128
1983,21,homicide,9.631082,0.0,207661,0.08032128
1983,21,other external,22.633041,0.0,207661,0.08032128
1983,21,internal,22.151487,0.0,207661,0.08032128
1970,22,all,159.71373,1.0,213507,0.82474226
1970,22,MVA,60.88793,1.0,213507,0.82474226
1970,22,suicide,5.6204247,1.0,213507,0.82474226
1970,22,homicide,24.355173,1.0,213507,0.82474226
1970,22,other external,35.127655,1.0,213507,0.82474226
1970,22,internal,33.72255,1.0,213507,0.82474226
1971,22,all,142.95079,1.0,219656,0.79012346
1971,22,MVA,52.80985,1.0,219656,0.79012346
1971,22,suicide,6.3736024,1.0,219656,0.79012346
1971,22,homicide,18.66555,1.0,219656,0.79012346
1971,22,other external,30.046982,1.0,219656,0.79012346
1971,22,internal,35.054813,1.0,219656,0.79012346
1972,22,all,151.18723,1.0,222241,0.76555026
1972,22,MVA,53.095512,1.0,222241,0.76555026
1972,22,suicide,7.199392,1.0,222241,0.76555026
1972,22,homicide,22.498098,1.0,222241,0.76555026
1972,22,other external,28.797567,1.0,222241,0.76555026
1972,22,internal,39.596653,1.0,222241,0.76555026
1973,22,all,177.05602,1.0,226482,0.7207207
1973,22,MVA,67.55504,1.0,226482,0.7207207
