earnings,schooling,ability,occupation
8.8311,14,-0.3661,2
8.1507,13,-0.5705,2
8.8772,17,1.9529,2
7.9361,10,-0.5137,1
7.9507,10,-1.0663,1
8.4362,10,-0.2102,2
8.5961,14,0.8704,2
9.1345,16,2.2462,3
8.6471,14,0.3445,2
8.145,11,-1.2304,2
8.3089,12,-0.4244,1
7.964,11,-0.2889,2
8.5783,16,1.8614,3
9.0859,16,0.5416,3
8.9123,12,0.4882,1
8.3944,9,-1.2215,1
8.7484,14,1.3894,2
8.1603,10,-0.2773,1
8.5839,13,0.7536,2
8.6114,13,0.2443,3
7.8367,10,-0.899,1
8.4261,12,-0.9704,1
8.543,14,-0.0818,3
8.8252,13,0.5644,3
8.6821,11,1.3915,1
8.7653,12,0.1557,2
8.4185,9,-0.433,1
8.7332,11,-0.6743,1
8.8465,14,0.2551,3
8.5771,11,-0.0043,1
8.7915,12,0.1068,2
8.4036,12,0.5914,1
8.2836,13,0.8659,1
8.4299,11,0.503,2
8.6262,14,1.1221,2
9.1495,15,1.2476,2
8.182,9,-0.8449,1
8.5274,11,-0.5899,2
8.1038,11,-0.4339,2
8.2297,12,-0.804,1
8.8202,12,0.5579,2
8.294,12,0.777,1
8.4577,14,-0.397,3
8.5375,12,0.6201,2
8.5765,13,1.4239,3
8.1444,9,-0.7365,1
8.0873,11,-0.7051,1
8.1256,10,-0.3204,1
8.0137,9,-0.6067,1
8.2768,12,-0.6751,2
8.1837,11,-0.6147,2
8.3333,14,1.5452,2
8.6064,12,0.5368,1
8.7089,15,1.0587,2
8.8963,18,0.6028,4
8.1033,9,-0.8186,1
7.6658,11,-1.2088,1
8.141,7,-1.6298,1
7.9893,9,-2.1247,1
8.2123,9,-1.6735,1
8.5448,14,0.2669,2
8.758,14,0.173,3
8.695,12,-0.1401,2
8.0266,9,-0.0339,1
8.2448,12,-0.2611,1
7.8911,8,-1.0874,1
8.7769,13,0.9617,2
7.9774,10,0.0225,1
8.5623,12,0.2584,2
8.2053,9,-1.3647,1
8.2557,11,-1.3063,1
9.1537,14,0.8335,3
9.1193,16,0.5836,2
8.5732,14,0.9845,2
8.6413,13,-0.155,3
7.8663,9,-1.4566,1
8.0405,11,-0.0201,1
8.8834,16,1.1593,3
8.5172,12,0.5102,2
7.9522,8,0.0178,1
7.7229,7,-1.8246,1
7.8794,10,0.2662,2
8.4626,14,0.5479,2
8.0632,10,-0.4547,1
8.7037,10,-0.2387,1
8.5124,12,-0.9632,2
7.7146,10,-0.3319,1
8.114,11,-0.2965,1
7.8405,11,-0.5064,1
8.3815,11,-0.6435,1
7.9215,10,-1.2418,2
8.6067,15,0.2144,2
7.9485,10,-0.8671,2
8.749,18,1.8695,4
8.3408,10,-1.332,1
8.1261,13,-0.924,3
8.8659,13,-0.0431,3
8.2018,10,-0.3958,1
8.187,13,-0.1203,1
7.8592,6,-2.7596,1
7.8996,9,-1.8957,1
8.7104,14,0.6105,2
9.0009,13,-0.0975,2
7.9346,11,-0.6193,1
8.5742,11,-0.1857,2
8.5198,12,0.4241,3
8.4246,12,0.3026,2
8.5019,13,-0.045,2
7.56,10,-1.0214,1
8.8873,15,2.2517,3
8.0294,9,-1.3392,1
8.275,12,-0.9013,2
8.012,12,-1.7877,2
8.3296,11,-0.6258,2
8.21,11,-1.9299,1
7.8774,10,-0.9937,1
8.6067,15,0.3498,1
7.8155,9,-0.3263,1
8.4157,11,-0.4946,1
8.127,11,-0.927,1
8.0101,11,0.3454,1
8.3446,11,-0.0974,2
7.9788,9,-0.2864,1
8.5118,12,-0.5731,1
8.6853,15,0.5694,2
8.0043,7,-1.5925,1
9.0584,17,1.0438,2
8.4139,11,-0.3742,2
8.6468,8,-1.2835,1
8.5804,14,1.1169,1
8.6164,12,0.1341,1
8.3178,12,0.0719,1
8.1387,13,-0.0846,1
8.012,8,-1.2489,1
8.6526,15,0.759,4
7.9768,8,-0.766,1
7.6896,6,-2.4298,1
8.2477,9,-0.9105,2
7.5097,8,-0.698,1
8.7815,13,0.8281,1
8.0022,10,-0.9566,2
7.7978,12,-1.0844,1
8.3646,13,0.4477,1
9.0435,17,1.5534,4
8.5826,11,0.5084,1
8.8995,13,0.3035,2
8.3936,13,0.0704,2
8.3489,11,-0.6138,1
8.6349,11,-0.2143,2
8.6651,14,1.6635,1
9.0414,15,0.6004,3
7.7027,12,0.0007,1
8.1432,13,-1.149,1
8.3767,12,-0.2991,2
7.7407,12,0.0265,1
8.3534,14,0.8867,2
9.0287,13,0.4157,3
8.9592,12,-0.1374,2
8.2529,11,0.0636,1
8.0295,12,0.8819,2
8.9014,14,-0.1202,2
8.2376,11,-0.8991,2
8.1782,9,-2.2015,2
8.8718,13,0.5809,2
8.6035,12,0.3104,3
8.3597,11,0.1963,1
8.1196,12,-0.8878,1
8.5416,13,0.9063,1
8.6123,10,-1.7843,2
8.6629,12,0.0584,2
7.833,11,-0.286,1
8.7255,12,0.254,2
8.0736,12,-0.3561,1
8.1132,12,0.0223,2
8.397,10,-0.8525,1
8.1593,12,-0.1615,2
7.9655,8,-1.1785,1
8.4329,10,-0.3217,2
8.489,12,-0.659,2
8.2832,13,0.417,2
8.7779,13,0.8905,2
7.5186,6,-1.9081,1
7.978,11,-0.916,2
7.8125,9,-1.8386,1
7.9033,10,-1.107,1
8.3734,10,-0.9876,1
8.4205,14,1.4499,2
8.2279,10,-0.1698,1
8.0982,10,-0.9567,1
7.9666,7,-1.6778,1
9.1434,16,1.5813,2
8.2154,14,0.2847,1
8.5397,11,-0.3554,1
8.3817,10,-0.1749,1
8.2497,12,0.3238,1
8.935,15,0.5823,3
8.6267,18,1.8528,3
7.7815,9,-1.2689,2
8.4226,13,0.8959,2
8.5647,13,0.7842,1
7.4953,8,-2.2672,1
7.8375,8,-0.722,1
8.5814,12,0.8746,2
8.1215,12,0.3357,2
8.0657,10,-0.7379,1
9.0957,16,1.5137,3
8.6297,12,0.7876,1
7.9392,10,-0.9811,1
8.5089,10,-1.3294,1
8.7914,13,0.8047,2
8.73,11,-0.1448,1
9.0417,13,0.1518,3
9.0457,17,0.4689,4
8.8561,16,0.9351,3
8.628,15,0.7877,3
9.3573,17,1.7211,3
8.1006,9,-1.2114,1
8.2573,14,0.3911,1
8.5938,13,0.0028,3
9.0012,14,0.1891,3
8.3612,15,0.2014,3
8.665,13,0.3292,2
8.5797,14,0.9417,1
7.9569,11,0.0894,2
7.4455,8,-1.9078,1
8.0588,9,-1.1826,1
7.9458,10,-0.2095,1
8.8836,16,1.5198,2
8.2325,10,-1.6687,2
8.6229,13,1.3319,2
8.3805,12,-0.0941,1
9.0198,13,0.1628,2
7.6009,10,-0.9014,1
9.167,16,1.8095,4
8.4937,15,1.5539,2
8.351,15,1.301,3
8.9988,13,0.2304,2
7.7626,6,-2.1763,1
8.3047,12,0.2379,2
9.028,17,1.1811,3
8.4939,12,0.5616,2
8.6919,18,0.9425,3
8.818,14,0.6265,4
7.9737,9,-0.7946,1
8.7068,10,0.2035,1
8.2813,13,0.3348,2
8.3461,10,-0.8615,1
8.0587,11,-0.2311,1
8.3428,12,0.5797,3
8.5812,12,0.2411,2
8.229,7,-1.0605,1
8.5516,12,0.1624,3
8.784,17,1.5093,3
8.4326,14,-1.1006,3
8.5938,13,-0.2123,1
8.9469,16,1.3852,2
8.117,12,0.0454,1
8.4701,14,0.3466,2
8.8072,13,0.9714,2
8.6041,15,1.1959,2
8.4996,13,0.4699,2
8.3375,10,0.2706,1
9.2221,14,0.9928,3
8.6423,13,1.663,2
7.7837,11,0.0883,1
8.0341,10,-1.1587,1
8.5226,14,0.1725,2
8.4713,14,0.2973,2
8.7959,13,0.7529,2
8.0934,8,-1.8111,1
8.075,11,-0.6069,1
8.6236,11,-1.013,2
7.671,7,-2.0871,1
8.7874,11,-0.492,1
9.028,16,0.4522,4
7.731,10,-0.5122,1
8.7452,16,1.0946,3
7.7376,7,-1.154,1
8.6425,15,2.0528,1
8.5969,15,0.4757,2
8.1254,14,-0.0305,1
8.1008,9,-0.8785,1
8.5937,9,-0.2179,1
8.5742,16,0.6809,2
8.7471,11,-0.3924,2
9.0334,17,1.7136,3
8.7623,13,-0.0139,3
7.7063,10,-0.0662,1
8.9266,17,1.9266,4
7.5458,7,-1.8704,1
8.2781,10,-0.1433,1
8.3809,13,-0.2295,2
8.2949,10,-0.164,1
8.5605,13,1.7293,2
8.6429,13,0.5973,3
8.5499,14,-0.4667,2
8.2779,11,-0.1424,1
8.4769,14,0.7043,1
8.3006,13,1.1978,1
8.2595,14,-1.3315,2
8.7108,15,0.5817,4
8.183,10,-1.111,1
8.0151,10,-1.2159,2
8.1511,13,-0.4591,2
7.9675,11,0.2759,1
8.7959,12,1.0681,1
8.6431,15,1.2791,3
7.9755,12,0.2472,1
8.4751,13,0.1981,1
9.7957,20,4.4021,4
8.3249,13,-0.328,2
8.0302,11,0.2727,2
8.2474,10,-0.1365,1
8.1096,10,-0.07,1
7.401,8,-1.7836,1
8.667,13,-0.1802,2
8.4342,10,-0.3383,1
7.859,9,-2.4013,1
7.7663,8,-1.628,1
8.1841,12,-0.7674,2
7.8575,10,-0.4008,1
8.4484,14,0.0661,1
8.7741,14,0.1382,3
8.099,10,-0.8865,2
8.2636,12,0.6846,2
9.1066,17,1.557,2
8.7045,15,0.9183,1
8.5914,13,1.3028,3
9.2399,16,2.4121,4
8.2719,12,0.5379,1
8.6754,12,0.2223,1
7.798,10,0.4905,1
8.2801,8,-1.4923,1
8.2166,11,-0.088,2
7.9556,9,-1.4853,1
9.1466,15,0.5861,3
8.7341,13,0.445,2
9.2053,16,2.8142,3
8.8807,15,1.4334,2
8.6247,10,-0.4225,1
8.6013,11,0.4408,2
8.7284,14,1.0446,3
8.3476,9,0.0758,1
8.1688,12,0.8371,1
9.1429,15,0.8077,2
8.4083,12,0.0358,1
7.9974,10,-0.9908,1
7.9849,12,0.4343,2
9.0325,14,0.9219,3
8.8335,15,1.5546,3
8.4408,12,-0.2722,2
8.1514,8,-0.948,1
7.7376,9,-0.844,1
8.0711,11,0.3535,2
8.7484,17,1.3265,4
9.4103,17,1.3072,5
8.9026,14,0.5149,2
7.9063,10,-0.6166,1
7.8305,12,0.1503,1
7.5855,8,-1.5327,1
8.1682,11,-0.2639,1
9.0211,15,2.5512,3
8.1649,9,-1.3863,2
7.9224,10,-0.2827,1
7.926,9,-0.523,1
7.8696,7,-1.0922,1
7.7405,7,-1.0722,1
7.7014,9,-1.1457,2
8.3611,12,-0.41,2
8.7413,12,0.3464,2
8.6665,11,0.0292,2
8.0807,12,0.1238,1
7.9684,11,-0.8732,2
8.4296,13,0.2137,2
7.8759,10,-1.4718,1
7.9959,11,-0.1632,2
7.9276,11,-0.7153,2
8.5452,12,-0.6835,2
8.717,11,-0.9776,1
8.3037,8,-1.372,1
7.4255,9,-0.8736,1
8.088,11,-1.2146,2
8.7376,12,0.6802,2
8.2571,11,-0.2431,1
8.5133,12,-0.1145,2
7.7066,9,-1.8191,1
8.7017,13,0.8687,2
8.4514,13,-0.4512,2
8.3448,12,1.2656,1
8.1022,11,0.1941,1
8.862,16,0.7001,3
9.0587,13,0.7706,3
8.4969,13,-0.2931,2
8.2131,12,-0.2367,2
9.2457,15,1.6019,3
8.4452,15,0.1004,3
9.1067,18,1.5243,3
8.2326,11,-0.0024,1
8.9262,13,0.1658,2
7.662,10,-0.3232,1
8.4739,13,-0.8656,2
7.6467,8,-1.6602,1
8.058,11,0.088,1
8.5628,14,0.69,3
8.4328,10,-2.0032,1
8.51,13,0.4766,2
7.9715,10,0.3354,2
8.3798,14,0.4479,3
8.5743,13,0.9241,1
8.3424,14,1.9184,2
8.5377,12,0.2365,1
8.5,10,-0.7388,2
8.7388,13,1.9586,2
8.9125,14,1.35,3
8.9701,13,0.71,1
8.1871,11,-0.4273,1
8.2369,13,-0.6879,2
8.4617,13,-0.9147,2
9.1195,16,1.3944,3
8.3144,14,0.343,2
7.9636,8,-1.1503,1
8.4454,14,1.4034,2
8.1735,10,-1.1298,2
7.672,11,-0.8454,2
8.3247,14,0.9142,1
8.6001,11,0.7108,2
8.5328,12,0.6946,2
8.3808,14,0.3747,3
8.7026,12,-0.1755,1
8.4693,11,-0.2704,1
8.271,10,-0.8949,1
8.0888,9,-1.1059,1
8.3449,14,0.4111,1
8.5908,13,-0.2032,2
7.1739,6,-2.4167,1
8.7379,12,-0.0019,2
8.5022,13,0.4274,2
7.782,8,-1.3354,1
7.8349,8,-0.9634,1
8.2407,12,-0.3561,2
9.0515,15,1.113,4
8.49,10,-0.5621,1
9.0692,12,-0.0815,2
8.3243,13,0.0252,2
7.906,10,-0.4078,1
8.9343,17,2.2091,4
8.6235,11,0.3473,1
8.1793,10,-1.3771,2
9.0148,16,1.4587,3
7.8062,9,-0.6979,1
8.8912,13,-0.2152,1
8.1812,11,0.5654,1
8.7974,14,0.0645,2
8.4869,14,1.2216,3
8.5349,11,-0.5467,3
8.0303,9,-1.2031,1
7.914,11,-0.8468,1
7.9402,8,-1.6179,1
7.6841,10,-0.6756,1
7.7896,12,-0.4929,2
8.8847,17,1.022,3
9.0098,16,1.0987,4
8.7988,11,-0.0598,2
8.3575,15,0.1796,3
8.2819,11,0.0652,2
7.8772,9,0.9793,1
7.9818,8,-1.1724,1
8.2575,12,-1.1864,2
8.3984,13,0.3509,2
7.9615,7,-1.2946,1
8.2865,11,-1.2617,2
8.3688,13,-1.0208,1
7.5743,11,-1.6015,1
8.2412,8,-0.8124,1
7.3954,9,-1.4947,1
8.564,12,-0.7559,2
8.8863,15,1.9195,3
8.3667,12,-0.106,1
8.359,14,0.2308,2
8.3883,11,0.7557,2
8.5777,13,-0.6057,2
8.6158,11,0.224,1
8.853,16,1.2794,3
8.5273,14,1.4982,1
8.3166,13,-0.6292,1
9.0632,14,0.2743,3
8.6943,14,-0.2198,2
8.6634,11,-0.8701,2
8.4928,14,0.1135,2
8.2216,10,0.3145,1
8.7438,15,1.9354,2
8.2929,8,-0.6033,1
8.1283,11,-0.4444,2
8.2316,16,-0.1564,3
8.8412,13,0.6072,3
8.0038,11,-0.9592,1
8.8467,13,-0.1213,3
8.8392,13,-0.5446,2
8.3395,9,-0.9178,1
8.6203,14,1.6947,2
8.1267,13,-0.037,2
8.7693,12,0.152,3
8.9043,11,-0.0571,1
8.7556,15,1.9938,2
8.7676,12,0.0726,2
8.3349,8,-1.423,1
8.3973,11,0.419,1
9.115,16,1.503,3
8.4253,12,-0.0327,2
8.617,15,0.6958,2
8.848,17,0.9197,3
7.7583,8,-1.5981,2
8.8525,15,0.2386,3
8.3447,13,-0.0535,1
8.5697,17,1.8259,2
7.7407,9,-2.4276,1
9.0825,16,2.2469,2
8.2826,10,0.1723,2
8.766,10,0.0347,2
7.7346,7,-2.9039,2
7.5815,7,-2.1289,1
8.2902,6,-1.2515,1
8.1472,10,-1.0241,2
9.068,15,1.4291,2
7.9847,10,-0.925,1
8.8476,14,0.189,3
8.2272,12,-0.1187,2
8.6829,9,-1.4459,2
7.6541,8,-1.7962,1
9.029,13,0.3467,2
8.4643,11,0.0491,2
8.1915,11,-1.1378,1
8.5743,15,0.6137,3
8.5276,11,-0.5844,1
8.3199,9,0.5689,1
8.419,12,-0.4011,1
8.3608,12,0.3333,2
8.1674,11,-0.874,2
8.0928,15,0.9128,3
8.6645,15,-0.4886,2
8.8904,12,0.2574,2
8.2676,11,-0.3361,1
8.305,9,-0.4129,1
9.0213,13,1.0393,2
8.1011,12,-0.8578,1
8.6292,15,0.1532,2
8.2152,11,-0.6258,1
8.8349,16,0.7112,3
9.1218,16,1.3959,3
7.9259,8,-0.5264,1
8.7339,15,1.2317,2
8.1544,10,-1.1829,1
7.7616,9,-1.1238,1
8.4314,13,-0.0461,1
8.4545,12,0.2288,2
8.1893,11,0.4005,1
8.3416,8,-0.6787,1
7.6877,11,-0.6393,1
8.8727,15,1.5422,3
8.938,12,0.2093,2
8.9709,16,0.1289,3
7.6489,7,-1.3217,1
8.0304,8,-1.8906,1
7.4569,9,-1.8927,1
8.0485,9,-1.1012,2
8.0461,10,-0.6437,1
7.8365,12,-0.3916,2
8.1458,9,-0.4125,2
8.568,13,0.1674,3
9.0571,16,1.6586,3
8.3499,13,0.0449,1
7.3773,8,-1.7149,1
9.1369,16,1.6911,4
8.7038,12,-0.2765,1
9.8468,18,2.4599,4
8.5551,13,0.4631,2
8.3462,12,-0.391,2
8.2088,10,-0.866,2
8.1661,11,-0.1912,1
8.7777,14,1.9798,2
8.0683,9,-0.8287,1
8.7244,14,0.1035,3
8.2931,11,0.028,2
8.9044,15,0.7957,1
9.068,16,2.1304,2
8.6612,13,0.055,3
7.7724,8,-1.23,1
7.6355,9,-1.194,1
8.4837,12,-0.7133,1
8.9927,13,1.0941,2
8.1491,8,-2.0268,1
8.3744,12,0.0215,1
8.0962,10,-1.5141,1
7.8519,8,-0.8617,1
8.397,10,0.5138,2
8.9414,15,1.3829,2
8.1524,14,-0.3457,2
7.8556,10,-0.6819,1
8.1462,11,-0.5974,1
8.1183,12,-0.1506,2
8.0799,11,0.2667,1
7.9239,6,-1.4631,1
7.6357,11,0.3756,2
9.0763,16,1.7763,4
8.4275,12,-0.9646,1
8.069,8,-1.223,1
8.5991,12,0.3999,1
8.2196,13,0.0065,2
8.2614,12,-1.3392,1
8.2095,10,0.2415,1
7.7078,8,-0.605,1
8.7471,14,0.7348,2
8.0847,13,-0.3073,1
8.4204,12,0.4355,2
8.2631,11,0.2218,1
8.6102,14,0.9013,2
8.5504,14,0.876,2
8.2983,10,-2.0281,2
8.5152,16,0.2871,2
8.334,15,1.002,3
9.6767,17,2.469,4
8.3102,9,-0.0678,1
8.3907,14,1.5509,2
8.0264,7,-2.5457,1
8.5538,13,1.0313,2
8.1346,11,-1.3092,1
8.4723,11,0.9334,2
8.8068,13,-0.2278,2
8.6224,14,0.9135,2
8.2305,11,-0.0567,2
8.0908,10,-0.5576,2
9.5077,18,2.729,4
8.4322,12,-0.4584,2
7.4995,8,-2.1771,1
8.5864,12,-0.3284,2
8.0434,10,-0.3136,1
8.072,10,-1.0095,1
8.0381,9,-1.3624,1
8.41,12,0.1764,1
7.7872,10,-0.6664,1
8.5028,13,0.7778,2
8.301,9,-1.0123,1
8.9607,16,1.3115,3
8.0764,10,-0.4693,1
8.283,12,1.0767,2
8.6412,13,0.8505,1
8.6115,12,0.3036,1
8.8739,15,-0.3728,3
8.0887,10,-1.4996,1
8.3385,12,-0.4765,2
7.9581,7,0.0208,1
8.4305,10,0.131,2
8.8453,16,0.2066,3
8.2304,12,-0.6564,2
7.919,11,-1.497,2
8.1477,10,-0.9361,1
8.3223,12,0.4935,2
8.9483,15,0.6623,4
8.0712,11,-0.1649,2
9.0627,15,1.5846,3
8.4575,12,-0.0292,2
8.6541,17,1.7828,3
8.7369,11,0.9802,2
8.7794,17,0.7186,2
8.4243,11,-0.3227,1
8.2996,14,-0.7032,1
8.9366,14,0.0166,3
8.2183,11,0.0502,1
7.6285,7,-1.8129,1
7.9512,12,-0.4255,2
7.7415,9,-1.4005,1
8.8038,13,-0.7818,3
8.1639,13,-0.6255,1
7.8013,11,0.3599,1
8.3278,8,-0.4481,1
8.6724,14,0.9294,3
8.0257,11,0.3083,1
8.8301,16,1.6239,3
7.6037,7,-1.3871,1
8.7205,15,0.843,3
7.5921,9,-1.7202,1
8.1447,7,-0.3376,1
8.1335,9,-0.7847,1
8.0232,13,0.8768,1
9.3315,16,0.6432,2
8.3673,12,-1.5683,1
7.8798,10,-2.0708,2
8.4612,12,-0.511,1
8.2568,11,-0.3355,2
7.9613,12,-0.4544,2
8.4226,11,-0.7938,1
9.6247,19,2.7701,5
7.5855,10,0.2074,1
8.0756,9,-0.0041,1
9.1368,15,1.7693,3
8.7754,15,0.5554,1
8.4695,15,0.8685,2
8.0384,10,0.3374,1
8.1082,9,-0.5871,1
7.6693,6,-2.6677,1
8.7323,12,1.6723,1
8.8177,14,0.9269,3
8.6387,14,0.0004,1
9.09,17,1.8474,4
8.6345,13,0.5311,1
8.8499,15,0.6884,3
9.0369,15,0.7154,2
9.003,17,2.3608,2
8.2185,12,-0.4855,1
8.9632,15,0.5428,3
8.8411,13,0.9787,3
8.1983,10,-0.343,2
8.9233,16,1.0728,3
9.0095,16,1.9013,3
7.8877,11,-1.1563,1
8.1153,11,-0.4285,1
8.9477,15,1.5824,3
7.9196,11,-1.1362,1
8.5234,9,-1.3184,1
8.5074,13,0.1107,2
8.4925,14,0.1892,2
8.9314,16,1.024,2
8.6392,13,1.0372,2
8.8081,14,0.4229,2
8.2325,8,-1.649,1
8.187,11,-0.8031,1
8.5445,11,-0.7988,2
8.6253,14,1.2335,3
8.4852,10,-0.9567,1
8.6586,13,1.0929,3
8.4851,13,0.2111,2
8.5828,13,0.0263,1
7.8618,9,-1.1959,1
8.8823,11,0.8262,2
8.7312,14,1.5031,2
7.9356,8,-2.0799,1
8.0987,9,-0.69,1
8.6481,15,0.7547,2
8.6279,13,1.6745,1
8.1699,13,1.1019,1
7.7522,9,-1.0463,1
8.4552,12,0.4516,2
8.5442,13,0.444,3
7.943,9,-0.2696,1
8.4704,13,0.9977,2
9.0272,17,1.407,3
8.4969,12,0.4727,2
8.8948,15,0.4413,3
8.63,14,1.3482,2
8.7618,15,1.5016,3
7.7103,9,-1.7421,1
8.5134,15,0.9546,2
8.6522,11,0.4091,1
8.4683,11,-1.2821,1
8.3877,13,0.5664,1
7.9921,10,0.6509,1
8.203,8,-1.7729,1
8.3153,15,0.7575,3
8.4343,13,0.3295,2
8.2435,13,0.1016,2
8.2765,11,-0.3678,1
8.7328,13,1.1992,1
8.4325,12,-0.3084,1
8.3902,13,0.4506,1
7.8949,12,-0.0619,1
8.5547,14,0.7364,2
8.2183,12,-0.6849,1
8.4684,13,0.7403,1
8.6306,14,1.1723,3
8.4253,12,-0.0288,1
8.0112,10,-1.152,1
8.0927,14,0.2811,1
8.7559,14,1.0179,3
8.633,12,-0.0675,2
7.9879,9,-1.4975,2
9.0562,16,1.6128,2
8.2656,11,-0.3142,1
8.6578,12,0.2606,1
7.7651,12,0.1636,2
8.0423,9,-0.6815,1
8.4087,12,1.2271,1
8.7712,16,0.6282,3
8.2265,10,-0.3812,1
8.2669,12,0.8174,2
8.2488,10,-0.9913,1
8.2112,13,1.3927,1
8.3727,11,-0.5651,2
8.6886,13,0.6551,1
8.008,11,-1.6705,2
8.4026,14,-0.6024,1
8.401,12,0.7619,1
8.0068,12,0.5003,2
8.5381,14,1.5289,1
8.4618,14,0.9254,2
8.0845,11,-1.4366,1
8.4362,11,-0.2541,2
7.8761,11,-0.871,1
8.6587,12,-0.0507,1
8.2354,13,0.1655,2
8.1451,9,-1.2263,3
8.887,15,-0.0787,2
8.3105,12,0.2762,2
8.6658,13,-0.0548,2
8.5054,12,0.1124,2
8.2627,11,-1.1541,2
8.2576,8,-0.1746,1
8.9282,13,0.462,1
8.4779,15,-0.0961,2
8.5171,12,0.3002,2
8.9494,17,2.062,3
8.2463,12,1.1715,2
8.1396,11,0.2127,1
7.8734,10,-1.4908,2
8.0793,10,-0.6511,1
8.4639,9,-1.1391,1
8.8192,12,-0.4391,3
8.88,13,0.1117,2
8.1867,10,-0.6249,2
8.7606,14,0.3995,2
8.9441,14,0.9451,2
8.4339,14,0.4869,2
8.1555,10,-0.4138,1
8.4312,15,0.8684,2
8.3559,12,-0.5573,2
7.674,11,0.42,1
8.1994,10,-1.0423,1
8.3129,12,0.4299,1
8.9229,13,-0.0693,2
8.536,14,0.8172,2
8.2058,11,-0.012,2
8.6648,16,0.5012,3
7.7333,8,-1.4036,1
8.31,13,0.3958,3
8.5083,14,0.7593,2
7.9454,9,-0.7071,2
8.936,15,0.8062,3
8.8415,13,1.2504,2
9.0649,14,1.7132,3
8.9767,15,1.0704,3
8.2442,11,-0.8983,1
7.9631,9,-1.2296,1
7.9543,9,-1.352,1
8.3678,12,0.822,2
7.4599,8,-1.1903,1
7.892,9,-1.8589,1
8.3498,11,-0.9663,1
8.4708,12,0.0445,1
7.9106,8,-1.7076,1
9.0553,15,1.4665,2
8.0143,13,0.2969,1
8.9073,14,1.2319,3
8.5873,13,1.3762,1
8.2307,14,-0.3699,2
8.2603,10,0.3302,1
8.7788,11,0.2444,2
8.3786,11,-0.6997,1
8.8282,13,1.5101,2
8.9651,16,1.3886,3
8.7274,13,-0.312,2
8.5706,13,-0.8097,2
8.2044,10,-1.4805,1
8.2142,11,0.3779,3
7.909,9,-0.4139,2
7.8734,7,-1.7887,1
8.6445,15,1.2615,3
8.6021,14,1.2681,3
8.1526,12,0.6664,3
8.8308,18,1.4215,4
8.5555,12,-0.2217,1
7.8129,7,-1.7757,1
8.6859,10,0.2508,2
7.9464,10,-1.0438,1
8.4376,10,-0.6747,1
8.2116,10,-1.7437,1
7.9142,9,-0.8563,1
8.8351,16,0.1556,2
8.3571,11,-0.3538,2
8.2748,12,-0.0767,1
7.7291,11,0.0625,1
8.3106,17,1.2129,4
8.1874,11,0.7106,1
8.5687,16,1.3729,3
7.8866,11,-2.4886,1
8.1289,9,-1.3433,1
8.8908,13,1.6076,2
7.9527,11,-0.9889,2
7.5974,11,-1.1953,3
8.1172,8,-1.2153,1
8.5286,12,-0.3159,2
8.0626,14,0.9978,2
8.0564,7,-2.1127,1
8.6025,16,1.1237,3
8.3801,8,-1.0954,1
8.9724,15,1.3761,3
7.6623,8,-1.8372,1
9.1301,13,0.7169,2
8.5213,16,1.2687,3
8.2149,11,0.1702,1
9.2822,17,1.278,2
8.7732,17,1.9415,3
8.5529,13,-0.1207,2
7.7245,8,-0.4614,1
8.744,10,-0.6353,1
8.4679,12,0.7689,2
8.65,14,-0.3296,3
8.5048,13,-1.1935,2
9.1056,17,1.0688,2
7.9643,10,-1.3204,2
8.2905,12,-0.5177,1
8.5959,15,0.63,3
8.8407,17,2.0744,2
7.9657,10,-0.0291,1
8.6272,10,-1.3317,2
8.9882,14,0.675,3
8.4259,12,0.0638,2
8.7682,13,-0.3887,1
8.5523,12,-0.192,3
8.8162,13,-0.4893,1
8.6287,13,1.2339,3
8.247,13,-0.2103,2
7.8463,12,0.8486,2
8.1007,11,-0.9297,1
8.3879,12,0.6948,1
9.0103,14,0.9224,2
8.8975,11,0.8715,3
8.2991,11,-0.2882,1
8.1175,12,0.7212,2
8.79,14,0.6052,4
8.2525,10,-1.1295,1
8.8821,14,0.8846,2
8.1824,10,-0.3089,1
7.4646,10,-1.5261,1
7.4392,6,-2.3063,1
8.0486,10,-1.0974,1
8.3687,12,0.6818,3
8.4804,12,-0.5399,1
8.1547,10,-0.1142,1
8.42,14,-0.2234,2
8.5779,15,0.9627,3
7.9445,9,-1.5555,1
8.0878,12,-0.4668,1
8.9257,14,1.1466,3
8.3104,11,-0.451,1
7.9921,9,-1.2376,1
7.9019,9,-1.3612,1
8.0231,8,-1.032,1
8.4034,13,-0.6379,3
8.164,11,-0.6106,1
8.3308,11,-0.7284,1
8.1459,11,-1.3449,2
8.2159,10,0.0184,1
8.4143,14,0.7175,2
8.0907,8,-0.7611,1
8.874,13,-0.0899,2
7.6275,8,-1.8441,1
9.518,16,1.253,3
7.8113,7,-2.5207,1
7.4961,10,-0.7977,2
8.5239,12,-0.3146,2
8.6723,13,0.9864,3
8.1944,10,-0.7921,2
9.296,15,1.7534,3
8.9592,13,0.2262,2
8.1974,11,-0.5001,1
8.7609,15,0.2576,2
8.0386,13,-0.1612,2
8.0189,12,-0.198,2
8.0429,11,0.3164,1
7.7351,11,-0.6142,1
8.3814,8,-0.7172,1
8.6701,10,-0.0097,2
9.7321,20,2.4557,4
8.7748,13,0.379,2
8.679,15,0.3106,3
8.3814,15,0.3116,3
8.5592,17,2.0543,2
8.327,15,0.5907,2
8.4137,13,-0.1223,1
