sob,yob,year,lnwkwage,indEduc,cl7,cl8,cl9,weight,n
13,1908,1950,3.8270299422573384,8.037154,0,0,0,8828.0,27
13,1909,1950,3.904405955761379,8.707963,0,0,0,13399.0,41
13,1910,1960,4.444407517005006,9.022578,0,0,0,13154.0,132
13,1911,1960,4.319207205542141,8.529142,0,0,0,13554.0,136
13,1912,1960,4.356434841418207,8.649489,0,0,0,17135.0,172
13,1913,1960,4.35864503078797,8.260003,0,0,0,13146.0,132
13,1914,1960,4.4703976693992065,9.473168,0,0,0,16026.0,161
13,1915,1960,4.444593802650244,9.098929,0,0,0,16537.0,166
13,1916,1960,4.498415369834548,9.634368,0,0,0,14438.0,145
13,1917,1960,4.4911926097044095,9.8414955,0,0,0,13640.0,137
13,1918,1960,4.384144028468467,9.942012,0,0,0,15641.0,157
13,1919,1960,4.424183791697524,9.390124,0,0,0,14844.0,149
13,1920,1970,4.980557346093935,10.377248,0,0,0,15321.5,306
13,1921,1970,5.125797116332844,10.750448,0,0,0,17273.0,345
13,1922,1970,4.977444632809501,10.322307,0,0,0,13724.5,274
13,1923,1970,5.007546975001673,10.7279625,0,0,0,14623.0,292
13,1924,1970,5.09904662548878,10.524045,1,0,0,15273.5,305
13,1925,1970,5.012456282652995,10.39518,1,0,0,15226.0,304
13,1926,1970,5.011020135492481,10.287841,1,0,0,13570.0,271
13,1927,1970,5.0453321448077055,10.84847,1,0,0,16521.5,330
13,1928,1970,4.992788817374989,10.806359,1,0,0,15474.5,309
13,1929,1970,5.054548952274766,10.895208,1,0,0,15173.0,303
13,1930,1980,5.718775479777422,11.335611,1,0,0,15071.0,753
13,1931,1980,5.7347055546980465,11.388476,0,0,1,13190.0,659
13,1932,1980,5.772268932091648,11.652907,0,0,1,14875.0,743
13,1933,1980,5.748499165157465,11.906373,0,0,1,13746.0,687
13,1934,1980,5.758821616129825,11.558484,0,0,1,14568.0,728
13,1935,1980,5.773990264362155,11.843444,0,0,1,16748.0,837
13,1936,1980,5.702820403322724,11.85927,0,0,1,14574.0,728
13,1937,1980,5.763712072837055,11.890463,0,0,1,16734.0,836
13,1938,1980,5.78457322067242,12.123939,0,0,1,16250.0,812
13,1939,1980,5.760943112656357,12.166991,0,0,1,16432.0,821
13,1940,1990,6.405170055927327,12.822164,0,0,1,17100.0,171
13,1941,1990,6.358369076963483,12.74343,0,0,1,17200.0,172
13,1942,1990,6.4605681961196195,13.013315,0,0,1,19000.0,190
13,1943,1990,6.332360829909921,12.679009,0,0,1,20200.0,202
13,1944,1990,6.3732528390529035,12.694081,0,0,1,19600.0,196
13,1945,1990,6.36895676390376,12.999077,0,0,1,19500.0,195
13,1946,1990,6.3968832608515696,13.29012,0,0,1,24900.0,249
13,1947,1990,6.400842558826042,13.034493,0,0,1,22700.0,227
13,1948,1990,6.348668526633361,13.479515,0,0,1,22700.0,227
13,1949,1990,6.2685447066670585,13.5688095,0,0,1,21000.0,210
16,1900,1950,4.575899803687978,17.0,0,0,0,327.0,1
16,1901,1950,4.5881184408479605,11.330612,0,0,0,980.0,3
16,1902,1950,4.260939798639608,11.600122,1,0,0,1633.0,5
16,1903,1950,4.1792571187230125,10.749905,1,0,0,2615.0,8
16,1904,1950,4.0547439347834295,10.500255,1,0,0,3922.0,12
16,1905,1950,4.232846205288822,9.500766,1,0,0,653.0,2
16,1906,1950,3.7338756870184295,10.8,0,0,0,1635.0,5
16,1907,1950,4.146983889230634,12.0,0,0,0,981.0,3
16,1908,1950,3.935267086446423,7.3333335,0,0,0,981.0,3
16,1909,1950,4.425309122460885,9.49949,0,0,0,1960.0,6
16,1910,1960,4.444220295178391,11.180904,0,0,0,2189.0,22
16,1911,1960,4.567430812261224,11.304735,0,0,0,3590.0,36
16,1912,1960,4.725877854400283,11.339447,0,0,0,4089.0,41
16,1913,1960,4.596235642971339,11.215894,0,0,0,3687.0,37
16,1914,1960,4.7740294420993505,11.421692,0,0,0,2388.0,24
16,1915,1960,4.689102347102799,11.233412,0,0,0,4687.0,47
16,1916,1960,4.569452963033704,12.001117,0,0,0,2687.0,27
16,1917,1960,4.641715761948457,11.997286,0,0,0,3685.0,37
16,1918,1960,4.764828064550847,12.002675,0,0,0,4486.0,45
16,1919,1960,4.754286457194936,12.597109,0,0,0,3182.0,32
16,1920,1970,5.17306925232698,12.75232,0,0,0,4255.5,85
16,1921,1970,5.270406159020251,12.43466,0,0,0,3554.5,71
16,1922,1970,5.268390706013008,12.825348,0,0,0,3704.5,74
16,1923,1970,5.179715745786589,12.22449,0,0,0,3356.5,67
16,1924,1970,5.224679175033372,12.6237335,1,0,0,3455.0,69
16,1925,1970,5.039209856202979,12.760297,1,0,0,2901.5,58
16,1926,1970,5.171284907356547,11.987272,1,0,0,3653.5,73
16,1927,1970,5.230644452876673,12.799047,1,0,0,3254.5,65
16,1928,1970,5.179214281614356,12.028115,1,0,0,3254.5,65
16,1929,1970,5.142286551224867,12.858436,1,0,0,3203.5,64
16,1930,1980,5.902293363805131,12.836974,1,0,0,3662.0,183
16,1931,1980,5.84965602412537,13.095251,0,0,0,3685.0,184
16,1932,1980,6.006000638303439,13.080766,0,0,0,3603.0,180
16,1933,1980,5.859056947817152,13.178605,0,0,0,3141.0,157
16,1934,1980,6.000937248131414,13.463548,0,0,0,3484.0,174
16,1935,1980,5.90893026510216,13.2883625,1,0,0,3884.0,194
16,1936,1980,5.891616735140108,13.048126,1,0,0,4322.0,216
16,1937,1980,5.9161680394594045,13.264368,1,0,0,4002.0,200
16,1938,1980,5.904897629177298,13.443823,1,0,0,5002.0,250
16,1939,1980,5.861377079930296,13.405804,1,0,0,4342.0,217
16,1940,1990,6.264337651056292,13.789787,1,0,0,4700.0,47
16,1941,1990,6.273711320508396,13.679999,1,0,0,3500.0,35
16,1942,1990,6.426374029795942,13.845454,1,0,0,4400.0,44
16,1943,1990,6.456670303358871,13.936818,1,0,0,4400.0,44
16,1944,1990,6.477388204108802,13.807291,1,0,0,4800.0,48
16,1945,1990,6.3519364436006995,14.20913,1,0,0,4600.0,46
16,1946,1990,6.358867968653159,14.379482,1,0,0,5800.0,58
16,1947,1990,6.435783731824704,14.509589,1,0,0,7300.0,73
16,1948,1990,6.242306759367704,14.026034,1,0,0,5800.0,58
16,1949,1990,6.399831228159133,13.985714,1,0,0,5600.0,56
17,1900,1950,4.227658456187847,9.8347435,1,0,0,37578.0,115
17,1901,1950,4.056542903853187,10.011694,1,0,0,27449.0,84
17,1902,1950,4.1018503803297985,9.123275,1,0,0,32026.0,98
17,1903,1950,4.154376908201018,10.029502,1,0,0,33015.0,101
17,1904,1950,4.170677183943049,10.17541,1,0,0,42814.0,131
17,1905,1950,4.21846447773694,10.060731,1,0,0,32356.0,99
17,1906,1950,4.1305294349904935,10.127119,1,0,0,41174.0,126
17,1907,1950,4.233378663905659,10.274026,1,0,0,40529.0,124
17,1908,1950,4.225564612187071,10.247538,1,0,0,34318.0,105
17,1909,1950,4.142372728712804,10.0526495,1,0,0,43476.0,133
17,1910,1960,4.720449490198491,10.33862,1,0,0,43946.0,441
17,1911,1960,4.770930374283985,10.527464,1,0,0,40035.0,402
17,1912,1960,4.730945927294221,10.709204,1,0,0,47535.0,477
17,1913,1960,4.746546191267166,10.818349,1,0,0,46226.0,464
17,1914,1960,4.773891077483498,10.806514,0,1,0,50510.0,507
17,1915,1960,4.751665572146222,10.911551,0,1,0,47700.0,479
17,1916,1960,4.7840589919733425,11.211295,0,1,0,47313.0,475
17,1917,1960,4.77903860630861,11.239626,0,1,0,49018.0,492
17,1918,1960,4.7792118383287265,11.163605,0,1,0,53293.0,535
17,1919,1960,4.761002640598189,11.394619,0,1,0,40624.0,408
17,1920,1970,5.246870258270858,11.813986,0,1,0,48319.0,965
17,1921,1970,5.208192905940933,11.899784,0,1,0,46370.0,926
17,1922,1970,5.287165873920134,11.944828,0,1,0,48919.5,977
17,1923,1970,5.296328355748382,12.143904,0,1,0,46611.0,931
17,1924,1970,5.314401174615286,12.055886,0,1,0,51533.5,1029
17,1925,1970,5.310390606899465,12.314632,0,1,0,46325.5,925
17,1926,1970,5.302272120768843,12.143365,0,1,0,46270.0,924
17,1927,1970,5.3162864252981255,12.151068,0,1,0,46909.5,937
17,1928,1970,5.298748993809524,12.342471,0,1,0,46071.0,920
17,1929,1970,5.310123024891671,12.472382,0,1,0,47513.5,949
17,1930,1980,5.998442460265445,12.795515,0,1,0,47451.0,2371
17,1931,1980,6.023890415985964,12.910396,0,1,0,43279.0,2163
17,1932,1980,6.039314475879601,13.019059,0,1,0,41712.0,2084
17,1933,1980,6.032502743930342,13.051218,0,1,0,39947.0,1996
17,1934,1980,6.011153822235529,13.121276,0,1,0,40750.0,2036
17,1935,1980,6.022406837719462,13.179674,0,0,1,41091.0,2053
17,1936,1980,6.022575651372893,13.187736,0,0,1,44126.0,2205
17,1937,1980,6.03331940374777,13.092507,0,0,1,44191.0,2208
17,1938,1980,6.039921905084634,13.24362,0,0,1,46749.0,2336
17,1939,1980,5.991242122386112,13.238685,0,0,1,45780.0,2287
17,1940,1990,6.495532539392313,13.871875,0,0,1,46400.0,464
17,1941,1990,6.4832901471598765,13.54066,0,0,1,48500.0,485
17,1942,1990,6.625360915266985,14.049368,0,0,1,55400.0,554
17,1943,1990,6.510892202289203,13.870689,0,0,1,52200.0,522
17,1944,1990,6.5669617037995875,14.005495,0,0,1,49500.0,495
17,1945,1990,6.583604505385744,14.241701,0,0,1,48200.0,482
17,1946,1990,6.497106350710343,14.142044,0,0,1,67500.0,675
17,1947,1990,6.4788605249828395,14.168719,0,0,1,72600.0,726
17,1948,1990,6.453086169198839,14.124,0,0,1,63000.0,630
17,1949,1990,6.456047607470295,14.274801,0,0,1,70600.0,706
18,1900,1950,4.0243573210669945,9.191445,1,0,0,16997.0,52
18,1901,1950,4.170953637592133,10.255514,1,0,0,14054.0,43
18,1902,1950,4.096287804169843,9.299168,1,0,0,16342.0,50
18,1903,1950,4.128429087372587,9.999935,1,0,0,15362.0,47
18,1904,1950,4.006760254053839,9.959233,1,0,0,16337.0,50
18,1905,1950,4.158511509135946,10.666638,1,0,0,11768.0,36
18,1906,1950,4.223194743064347,10.9377985,1,0,0,15691.0,48
18,1907,1950,3.947176327614157,11.291887,1,0,0,15691.0,48
18,1908,1950,4.183668296646936,10.912507,1,0,0,18630.0,57
18,1909,1950,4.155652052189385,10.685219,0,1,0,23861.0,73
18,1910,1960,4.627705617134299,10.356083,0,1,0,18535.0,186
18,1911,1960,4.750385146624571,10.857906,0,1,0,18333.0,184
18,1912,1960,4.72615416384556,10.876016,0,1,0,21422.0,215
18,1913,1960,4.668435728594329,10.885856,0,1,0,20220.0,203
18,1914,1960,4.6927722984730345,11.4180155,0,1,0,22114.0,222
18,1915,1960,4.717306233359024,11.083276,0,1,0,20426.0,205
18,1916,1960,4.748690717509013,11.111781,0,1,0,22222.0,223
18,1917,1960,4.71745171012501,11.447751,0,1,0,22919.0,230
18,1918,1960,4.755100803566068,11.6534,0,1,0,23015.0,231
18,1919,1960,4.763700272219385,11.283616,0,1,0,21314.0,214
18,1920,1970,5.179615864938809,11.946159,0,1,0,21378.0,427
18,1921,1970,5.208060600419875,11.813115,0,1,0,23934.5,478
18,1922,1970,5.250173067183289,11.841752,0,1,0,21182.0,423
18,1923,1970,5.188025937998836,11.732385,0,1,0,22743.5,454
18,1924,1970,5.193922537106692,12.037959,0,1,0,23881.0,477
18,1925,1970,5.212891512015294,11.754702,0,1,0,23235.0,464
18,1926,1970,5.224207687583452,11.835766,0,1,0,21682.5,433
18,1927,1970,5.1741414031168835,11.564846,0,1,0,23829.5,476
18,1928,1970,5.196147157300036,11.692279,0,1,0,21682.0,433
18,1929,1970,5.20458876048737,12.044391,0,1,0,24690.0,493
18,1930,1980,5.940242952511893,12.483225,0,1,0,21878.0,1093
18,1931,1980,5.930530219200468,12.5446615,0,1,0,19614.0,980
18,1932,1980,5.940403468692683,12.480378,0,1,0,19035.0,951
18,1933,1980,5.916506419690902,12.446817,0,1,0,19292.0,964
18,1934,1980,5.925567617871864,12.620051,0,1,0,20408.0,1020
18,1935,1980,5.887321879332994,12.479001,0,1,0,20382.0,1018
18,1936,1980,5.926335276556396,12.606628,0,1,0,19854.0,992
18,1937,1980,5.936086678470721,12.710738,0,1,0,23598.0,1179
18,1938,1980,5.925646244479178,12.738806,0,1,0,23672.0,1183
18,1939,1980,5.8976635901290155,12.629086,0,1,0,22795.0,1139
18,1940,1990,6.413154982468469,13.031902,0,1,0,22600.0,226
18,1941,1990,6.4467567608212715,13.299628,0,1,0,26900.0,269
18,1942,1990,6.516844371695163,13.482171,0,1,0,28100.0,281
18,1943,1990,6.4084284612656175,13.310545,0,1,0,25700.0,257
18,1944,1990,6.378558999273062,13.511756,0,1,0,27900.0,279
18,1945,1990,6.496842131837345,13.703079,0,1,0,26300.0,263
18,1946,1990,6.387537291902065,13.558693,0,1,0,39800.0,398
18,1947,1990,6.420554063084717,13.759244,0,1,0,41000.0,410
18,1948,1990,6.353753801705287,13.815209,0,1,0,33400.0,334
18,1949,1990,6.365980937137051,13.791934,0,1,0,36700.0,367
19,1900,1950,3.7507596597199497,10.722043,0,0,0,11768.0,36
19,1901,1950,4.104021028732517,9.567956,0,0,0,12096.0,37
19,1902,1950,4.204814524557581,10.204632,1,0,0,16019.0,49
19,1903,1950,3.9394219835539057,9.527672,1,0,0,11763.0,36
19,1904,1950,4.157773641022816,10.577263,1,0,0,8497.0,26
19,1905,1950,3.8221227560185573,11.256578,1,0,0,11439.0,35
19,1906,1950,4.016934365391994,9.999917,1,0,0,12097.0,37
19,1907,1950,4.0544651759543475,10.984653,1,0,0,20917.0,64
19,1908,1950,4.04636971859468,10.530936,1,0,0,16017.0,49
19,1909,1950,4.027008372308368,9.738909,1,0,0,13727.0,42
19,1910,1960,4.5814178241417745,10.94475,1,0,0,12543.0,126
19,1911,1960,4.602566356815482,10.704872,1,0,0,13157.0,132
19,1912,1960,4.483583842756653,10.438523,1,0,0,17527.0,176
19,1913,1960,4.585424355793854,10.83105,1,0,0,15330.0,154
19,1914,1960,4.667334281044757,11.31664,1,0,0,14537.0,146
19,1915,1960,4.653606029603162,11.23863,1,0,0,15040.0,151
19,1916,1960,4.631253582785605,11.372933,1,0,0,14941.0,150
19,1917,1960,4.638248905869928,11.049204,1,0,0,14450.0,145
19,1918,1960,4.668049394836691,11.609907,1,0,0,15040.0,151
19,1919,1960,4.721240174437937,11.391989,1,0,0,15952.0,160
19,1920,1970,5.098341253492473,11.4137945,1,0,0,16376.5,327
19,1921,1970,5.109210870986007,11.942718,1,0,0,16523.5,330
19,1922,1970,5.160258254036692,12.186225,1,0,0,17720.5,354
19,1923,1970,5.141372394664625,12.058279,1,0,0,17279.0,345
19,1924,1970,5.136736234386713,11.995782,1,0,0,18729.0,374
19,1925,1970,5.1492029626033275,12.082112,1,0,0,15424.0,308
19,1926,1970,5.18379708087276,12.189218,1,0,0,15173.0,303
19,1927,1970,5.162801687908686,11.811586,1,0,0,16925.5,338
19,1928,1970,5.177460299109603,12.234924,1,0,0,15728.5,314
19,1929,1970,5.12625544929233,12.164368,1,0,0,16822.0,336
19,1930,1980,5.851751945125671,12.54389,1,0,0,15630.0,781
19,1931,1980,5.925852680302074,12.789784,1,0,0,15408.0,770
19,1932,1980,5.877845234929145,12.811707,1,0,0,15513.0,775
19,1933,1980,5.901985835289516,12.87672,1,0,0,15550.0,777
19,1934,1980,5.94027309326531,12.789679,1,0,0,15172.0,758
19,1935,1980,5.905163847396157,13.034907,1,0,0,16816.0,840
19,1936,1980,5.936701686932001,12.951413,1,0,0,16774.0,838
19,1937,1980,5.861227815243057,12.989373,1,0,0,15527.0,776
19,1938,1980,5.842364362620327,13.065348,1,0,0,16573.0,828
19,1939,1980,5.907960684424666,13.098583,1,0,0,17934.0,896
19,1940,1990,6.399653188112322,13.2699995,1,0,0,16200.0,162
19,1941,1990,6.334648796167091,13.321405,1,0,0,18500.0,185
19,1942,1990,6.373698416931324,13.483013,1,0,0,21900.0,219
19,1943,1990,6.402810579964917,13.638616,1,0,0,19500.0,195
19,1944,1990,6.418014108644935,13.595074,1,0,0,20300.0,203
19,1945,1990,6.3090471689710395,13.761446,1,0,0,16600.0,166
19,1946,1990,6.3524737800071,13.999764,1,0,0,25500.0,255
19,1947,1990,6.3585632258571705,13.914308,1,0,0,26000.0,260
19,1948,1990,6.2813607517462895,14.099285,1,0,0,26600.0,266
19,1949,1990,6.29611013040016,13.904206,1,0,0,25200.0,252
20,1900,1950,4.174190974674833,9.100163,0,0,0,9804.0,30
20,1901,1950,3.7746629720950455,9.05242,0,0,0,12419.0,38
20,1902,1950,3.879266440890269,10.65622,0,0,0,9477.0,29
20,1903,1950,3.8931685033902106,10.183473,0,0,0,12416.0,38
20,1904,1950,3.9619448506906565,10.187225,0,0,0,10458.0,32
20,1905,1950,3.4390238368001294,10.333606,0,0,0,9805.0,30
20,1906,1950,4.102384483326985,11.069085,0,0,0,9481.0,29
20,1907,1950,4.243933657732056,11.18001,0,0,0,16338.0,50
20,1908,1950,4.105903867984827,11.794403,0,0,0,11114.0,34
20,1909,1950,3.8752012802692133,11.475218,1,0,0,13074.0,40
20,1910,1960,4.37276165959663,10.6573305,1,0,0,9569.0,96
20,1911,1960,4.524278801875641,11.057562,1,0,0,12352.0,124
20,1912,1960,4.4550092272541955,10.658164,1,0,0,11055.0,111
20,1913,1960,4.61461148410593,10.790664,1,0,0,11054.0,111
20,1914,1960,4.524328380494271,11.150166,1,0,0,9363.0,94
20,1915,1960,4.609057796533209,11.218275,0,1,0,12443.0,125
20,1916,1960,4.6156551672366675,11.437067,0,1,0,14142.0,142
20,1917,1960,4.684885811430501,11.717344,0,1,0,11958.0,120
20,1918,1960,4.682576526516442,11.722541,0,1,0,13948.0,140
20,1919,1960,4.666335963820857,11.228131,0,1,0,10963.0,110
20,1920,1970,5.15966409536999,12.408742,0,1,0,12618.0,252
20,1921,1970,5.102507031402151,12.0973,0,1,0,13314.5,266
20,1922,1970,5.206614323300035,12.168295,0,1,0,14020.0,280
20,1923,1970,5.095673527153026,11.996319,0,1,0,12766.0,255
20,1924,1970,5.068612008674017,12.267684,0,1,0,14024.0,280
20,1925,1970,5.164749500491422,11.819137,0,1,0,13372.0,267
20,1926,1970,5.114667008297953,11.963345,0,1,0,12317.5,246
20,1927,1970,5.153678106749407,12.306153,0,1,0,12773.0,255
20,1928,1970,5.156795945862012,12.082202,0,1,0,12268.5,245
20,1929,1970,5.09878068500215,11.899705,0,1,0,11516.0,230
20,1930,1980,5.889347974030263,12.817021,0,1,0,12690.0,634
20,1931,1980,5.892213944664982,12.653975,0,1,0,11687.0,584
20,1932,1980,5.900298962387372,13.062738,0,1,0,11811.0,590
20,1933,1980,5.883997372476831,13.341708,0,1,0,10945.0,547
20,1934,1980,5.95108374943927,13.147631,0,1,0,11732.0,586
20,1935,1980,5.866843832038795,13.310486,0,1,0,11511.0,575
20,1936,1980,5.822604833309166,13.26374,0,1,0,11045.0,552
20,1937,1980,5.927828662929827,13.143885,0,1,0,10710.0,535
20,1938,1980,5.9081262082847825,13.28133,0,1,0,11730.0,586
20,1939,1980,5.8273527341077855,13.345502,1,0,0,11450.0,572
20,1940,1990,6.491693635598877,13.937787,1,0,0,11300.0,113
20,1941,1990,6.329822528136153,14.136923,1,0,0,10400.0,104
20,1942,1990,6.468617530789405,13.580178,1,0,0,11200.0,112
20,1943,1990,6.535229319262619,13.80731,1,0,0,14500.0,145
20,1944,1990,6.436397990708921,13.947906,0,1,0,14800.0,148
20,1945,1990,6.340450859977512,13.836018,0,1,0,11300.0,113
20,1946,1990,6.354362406734338,14.043722,0,1,0,18000.0,180
20,1947,1990,6.232240438194443,14.289565,0,1,0,16100.0,161
20,1948,1990,6.372257067723894,14.651223,0,1,0,13900.0,139
20,1949,1990,6.3119152480426335,14.07897,0,1,0,13600.0,136
21,1900,1950,3.7829342945369113,7.7451777,1,0,0,14049.0,43
21,1901,1950,3.830438097378593,7.6786184,1,0,0,9148.0,28
21,1902,1950,3.813988521936135,7.640408,1,0,0,12745.0,39
21,1903,1950,3.9478568005787595,6.8739004,1,0,0,15686.0,48
21,1904,1950,3.996986120779708,9.230353,1,0,0,12750.0,39
21,1905,1950,3.8213839273082377,7.918514,1,0,0,16015.0,49
21,1906,1950,3.8929809911696243,7.2269726,1,0,0,14385.0,44
21,1907,1950,4.082807919235858,7.8463845,1,0,0,16997.0,52
21,1908,1950,3.7229349907383162,8.932833,1,0,0,14382.0,44
21,1909,1950,3.926631552391592,8.320709,1,0,0,17321.0,53
21,1910,1960,4.367393267100342,8.5385065,1,0,0,15543.0,156
21,1911,1960,4.389539880680287,8.410729,1,0,0,17727.0,178
21,1912,1960,4.431299846169614,8.743706,1,0,0,15451.0,155
21,1913,1960,4.402431971654799,9.10286,1,0,0,16430.0,165
21,1914,1960,4.487991797361946,8.988036,1,0,0,17135.0,172
21,1915,1960,4.484866509316848,9.178965,1,0,0,17333.0,174
21,1916,1960,4.504529087098215,9.632491,1,0,0,18122.0,182
21,1917,1960,4.4868339565930775,9.265669,1,0,0,20119.0,202
21,1918,1960,4.464516324726404,8.944543,1,0,0,22107.0,222
21,1919,1960,4.469070420229839,9.289062,1,0,0,20314.0,204
21,1920,1970,4.908324460224006,9.875778,0,1,0,18479.0,369
21,1921,1970,5.030585604656807,9.865244,0,1,0,21275.5,425
21,1922,1970,4.984360663211121,10.01357,0,1,0,22181.0,443
21,1923,1970,5.012881031637377,10.191514,0,1,0,19325.0,386
21,1924,1970,5.035739255058482,10.098269,0,1,0,22540.0,450
21,1925,1970,5.0271841966616995,10.008147,0,1,0,20681.5,413
21,1926,1970,5.033545320039177,9.838587,0,1,0,20478.5,409
21,1927,1970,5.001598590256723,9.885018,0,1,0,22134.0,442
21,1928,1970,5.035894583751405,9.997946,0,1,0,21178.5,423
21,1929,1970,5.014893313115165,10.133436,0,1,0,21381.0,427
21,1930,1980,5.760301977916724,10.699985,0,1,0,19889.0,994
21,1931,1980,5.811076193439292,10.86441,0,1,0,19854.0,992
21,1932,1980,5.815713665525067,10.881755,0,1,0,21151.0,1057
21,1933,1980,5.786282359848788,10.824008,0,1,0,19302.0,964
21,1934,1980,5.742106840307232,10.848826,0,1,0,21935.0,1096
21,1935,1980,5.806963408858851,10.978643,0,0,1,22429.0,1121
21,1936,1980,5.72479810336018,11.079848,0,0,1,20614.0,1030
21,1937,1980,5.772326534002105,11.301534,0,0,1,22034.0,1101
21,1938,1980,5.801258932406332,11.499028,0,0,1,22125.0,1105
21,1939,1980,5.768948791977347,11.439569,0,0,1,22497.0,1124
21,1940,1990,6.295129560081018,12.391017,0,0,1,23600.0,236
21,1941,1990,6.268982679641656,12.570404,0,0,1,19800.0,198
21,1942,1990,6.27698302963464,12.491459,0,0,1,23300.0,233
21,1943,1990,6.335557802842742,12.565388,0,0,1,21900.0,219
21,1944,1990,6.314207940285555,12.628443,0,0,1,24400.0,244
21,1945,1990,6.2731148038794515,12.533446,0,0,1,20600.0,206
21,1946,1990,6.25561227182822,13.104468,0,0,1,28200.0,282
21,1947,1990,6.284110816389166,12.685534,0,0,1,30000.0,300
21,1948,1990,6.228772023533055,12.872049,0,0,1,24400.0,244
21,1949,1990,6.270117738116552,12.944864,0,0,1,29600.0,296
22,1900,1950,4.0550295185258705,8.738627,0,0,0,7518.0,23
22,1901,1950,3.957584102266767,9.001808,0,0,0,7191.0,22
22,1902,1950,3.911031899441709,8.032965,0,0,0,10132.0,31
22,1903,1950,3.9700843331542366,8.583705,0,0,0,7843.0,24
22,1904,1950,3.6947656318839184,7.961878,0,0,0,8499.0,26
22,1905,1950,3.6042744740447485,7.000931,0,0,0,7519.0,23
22,1906,1950,4.111829592435623,7.7580194,1,0,0,10786.0,33
22,1907,1950,4.259195570553565,8.611111,1,0,0,5886.0,18
22,1908,1950,4.208013423373096,8.60765,1,0,0,9150.0,28
22,1909,1950,4.026926076351507,9.117012,1,0,0,5555.0,17
22,1910,1960,4.419066390405702,8.25,1,0,0,9564.0,96
22,1911,1960,4.542589904956425,9.107754,1,0,0,10756.0,108
22,1912,1960,4.479632362638143,9.402983,1,0,0,11065.0,111
22,1913,1960,4.433310775183078,9.211086,1,0,0,9868.0,99
22,1914,1960,4.53870774303681,8.814072,1,0,0,10262.0,103
22,1915,1960,4.600871472520431,9.722297,1,0,0,8970.0,90
22,1916,1960,4.570673327960757,9.388145,1,0,0,9262.0,93
22,1917,1960,4.526948844862798,9.654036,1,0,0,9764.0,98
22,1918,1960,4.51628268741209,9.854739,1,0,0,11056.0,111
22,1919,1960,4.604726002747865,9.598337,1,0,0,9864.0,99
22,1920,1970,5.052701061284999,10.482798,1,0,0,12018.5,240
22,1921,1970,5.081516612696831,10.44974,1,0,0,11769.0,235
22,1922,1970,5.076279072050543,11.150023,1,0,0,11711.5,234
22,1923,1970,5.031465742422377,10.757368,1,0,0,10264.5,205
22,1924,1970,5.13232865695956,11.130177,1,0,0,11519.0,230
22,1925,1970,5.096126042974756,10.697365,1,0,0,11765.0,235
22,1926,1970,5.112769330638336,11.109175,1,0,0,11014.5,220
22,1927,1970,5.080497891175286,11.2710285,1,0,0,11615.0,232
22,1928,1970,5.158717700209624,11.223533,1,0,0,9412.5,188
22,1929,1970,5.099613601913534,11.569546,1,0,0,12369.5,247
22,1930,1980,5.9381827978914465,11.644099,1,0,0,10930.0,546
22,1931,1980,5.903452390007671,11.810595,1,0,0,10987.0,549
22,1932,1980,5.864431708735968,11.840316,0,0,1,11147.0,557
22,1933,1980,5.911071808746743,12.062415,0,0,1,10366.0,518
22,1934,1980,5.973233815651992,12.310044,0,0,1,11350.0,567
22,1935,1980,5.880911517920432,12.386372,0,0,1,11388.0,569
22,1936,1980,5.9105133945895165,12.419385,0,0,1,11648.0,582
22,1937,1980,5.950563812373527,12.393953,0,0,1,11146.0,557
22,1938,1980,5.985720846915135,12.477861,0,0,1,12422.0,621
22,1939,1980,5.95014116802695,12.696699,0,0,1,12875.0,643
22,1940,1990,6.270470675726653,13.228621,0,0,1,11600.0,116
22,1941,1990,6.389593737676714,13.252521,0,0,1,12300.0,123
22,1942,1990,6.470532871391167,13.4075,0,0,1,16000.0,160
22,1943,1990,6.24697156382199,13.301052,0,0,1,13300.0,133
22,1944,1990,6.434640430103741,13.460078,0,0,1,12700.0,127
22,1945,1990,6.370150743665195,13.17918,0,0,1,12200.0,122
22,1946,1990,6.419648516043326,13.616799,0,0,1,20000.0,200
22,1947,1990,6.363056315390298,13.608448,0,0,1,17400.0,174
22,1948,1990,6.4727483274327895,13.548187,0,0,1,17100.0,171
22,1949,1990,6.290988845450725,13.078882,0,0,1,17000.0,170
23,1900,1950,3.7866168957235047,10.066925,1,0,0,4901.0,15
23,1901,1950,3.6979983402140735,9.198286,1,0,0,3268.0,10
23,1902,1950,4.019314474238281,10.100398,1,0,0,3267.0,10
23,1903,1950,4.032662753295694,10.634669,1,0,0,3594.0,11
23,1904,1950,3.6567556728382127,9.714286,1,0,0,4578.0,14
23,1905,1950,3.945708675354779,10.887832,1,0,0,2942.0,9
23,1906,1950,3.876776433758897,9.545758,0,1,0,3595.0,11
23,1907,1950,4.046624112587396,11.2,0,1,0,3270.0,10
23,1908,1950,3.8412608803149637,10.7779665,0,1,0,5882.0,18
23,1909,1950,3.7113861195823685,9.08208,0,1,0,3923.0,12
23,1910,1960,4.621760363363254,10.398712,0,1,0,5282.0,53
23,1911,1960,4.396860507227352,10.478209,0,1,0,4979.0,50
23,1912,1960,4.466554824818523,9.697426,0,1,0,4584.0,46
23,1913,1960,4.539759491484083,10.788658,0,1,0,5678.0,57
23,1914,1960,4.495786328140501,10.723456,0,1,0,6075.0,61
