lwage,educ,educt_t,age,age2,female,white,first,dlwage,deduc,deduct
2.3817654,16.0,16.0,37.31485,13.923981,1.0,1.0,1.0,-0.2950616,0.0,0.0
2.676827,16.0,16.0,37.31485,13.923981,1.0,1.0,,0.2950616,0.0,0.0
2.4599092,14.0,13.5,43.600273,19.009838,1.0,1.0,,0.5149708,3.0,3.5
1.9449384,11.0,10.0,43.600273,19.009838,1.0,1.0,1.0,-0.5149708,-3.0,-3.5
1.5060741,13.0,13.0,18.781647,3.5275025,1.0,1.0,,0.0,0.0,0.0
1.5060741,13.0,13.0,18.781647,3.5275025,1.0,1.0,1.0,0.0,0.0,0.0
2.6718953,14.0,14.0,36.62149,13.411335,1.0,1.0,,0.31015515,2.0,2.0
2.36174,12.0,12.0,36.62149,13.411335,1.0,1.0,1.0,-0.31015515,-2.0,-2.0
3.1647663,14.0,14.0,45.612595,20.805088,1.0,1.0,1.0,0.3722508,2.0,2.0
2.7925155,12.0,12.0,45.612595,20.805088,1.0,1.0,,-0.3722508,-2.0,-2.0
1.6432618,12.0,12.0,30.130274,9.078334,1.0,1.0,1.0,0.06477165,0.0,0.0
1.5784901,12.0,12.0,30.130274,9.078334,1.0,1.0,,-0.06477165,0.0,0.0
3.1979914,14.0,13.0,38.770706,15.031676,1.0,1.0,1.0,0.08701682,1.0,1.0
3.1109746,13.0,12.0,38.770706,15.031676,1.0,1.0,,-0.08701682,-1.0,-1.0
3.0847497,12.0,12.0,45.5551,20.75267,1.0,1.0,1.0,0.109905005,0.0,0.0
2.9748447,12.0,12.0,45.5551,20.75267,1.0,1.0,,-0.109905005,0.0,0.0
0.9135702,12.0,12.0,40.312103,16.250656,1.0,1.0,,-0.85033303,-2.0,-2.0
1.7639033,14.0,14.0,40.312103,16.250656,1.0,1.0,1.0,0.85033303,2.0,2.0
2.074058,14.0,14.0,28.413406,8.073216,1.0,1.0,1.0,-0.72951484,-2.0,-2.0
2.803573,16.0,16.0,28.413406,8.073216,1.0,1.0,,0.72951484,2.0,2.0
2.2563796,16.0,14.0,28.413406,8.073216,1.0,1.0,1.0,-0.50077534,0.0,-2.0
2.757155,16.0,16.0,28.413406,8.073216,1.0,1.0,,0.50077534,0.0,2.0
2.0228353,12.0,12.0,22.0,4.84,1.0,1.0,,0.012337208,-2.0,-1.0
2.010498,14.0,13.0,22.0,4.84,1.0,1.0,1.0,-0.012337208,2.0,1.0
2.3320816,12.5,13.0,35.0,12.25,1.0,1.0,,0.30110502,-3.5,-3.0
2.0309765,16.0,16.0,35.0,12.25,1.0,1.0,1.0,-0.30110502,3.5,3.0
2.3599634,12.0,12.0,40.5,16.4025,1.0,1.0,,-0.14254093,0.0,0.0
2.5025043,12.0,12.0,40.5,16.4025,1.0,1.0,1.0,0.14254093,0.0,0.0
1.4566128,18.0,18.0,24.0,5.76,1.0,1.0,1.0,-0.5187938,2.0,2.0
1.9754066,16.0,16.0,24.0,5.76,1.0,1.0,,0.5187938,-2.0,-2.0
2.108938,12.0,12.0,48.0,23.04,1.0,1.0,1.0,0.4700036,-1.0,0.0
1.6389344,13.0,12.0,48.0,23.04,1.0,1.0,,-0.4700036,1.0,0.0
2.4498646,12.0,12.0,55.0,30.25,1.0,1.0,,-0.579705,-3.0,-3.0
3.0295696,15.0,15.0,55.0,30.25,1.0,1.0,1.0,0.579705,3.0,3.0
2.695335,12.0,12.0,55.0,30.25,0.0,1.0,,0.4967847,0.0,0.0
2.1985502,12.0,12.0,55.0,30.25,0.0,1.0,1.0,-0.4967847,0.0,0.0
1.862078,12.0,13.0,55.0,30.25,1.0,0.0,1.0,0.38566244,-0.5,1.0
1.4764155,12.5,12.0,55.0,30.25,1.0,0.0,,-0.38566244,0.5,-1.0
2.6043038,12.0,12.0,53.5,28.6225,1.0,0.5,1.0,0.8674271,0.0,0.0
1.7368767,12.0,12.0,53.5,28.6225,1.0,1.0,,-0.8674271,0.0,0.0
2.7036452,12.0,12.0,50.0,25.0,1.0,1.0,,-0.16609836,0.0,0.0
2.8697436,12.0,12.0,50.0,25.0,0.0,1.0,1.0,0.16609836,0.0,0.0
2.1734924,15.5,16.0,50.5,25.5025,1.0,1.0,1.0,-1.188345,-2.0,-2.0
3.3618374,17.5,18.0,50.5,25.5025,1.0,1.0,,1.188345,2.0,2.0
1.4764155,14.0,14.0,20.0,4.0,1.0,1.0,,-0.109118104,0.0,0.0
1.5855336,14.0,14.0,20.0,4.0,1.0,1.0,1.0,0.109118104,0.0,0.0
1.4996722,12.0,12.0,31.0,9.61,1.0,1.0,,0.0,0.0,0.0
1.4996722,12.0,12.0,31.0,9.61,1.0,1.0,1.0,0.0,0.0,0.0
4.4523454,17.0,17.0,48.0,23.04,0.0,1.0,1.0,0.7205465,1.0,1.0
3.731799,16.0,16.0,48.0,23.04,0.0,1.0,,-0.7205465,-1.0,-1.0
1.846529,14.0,15.0,23.5,5.5225,1.0,1.0,1.0,-0.020411015,-0.5,0.25
1.86694,14.5,14.75,23.5,5.5225,1.0,0.5,,0.020411015,0.5,-0.25
2.0922327,12.0,12.0,50.5,25.5025,1.0,0.0,,-1.2694869,0.0,0.0
3.3617196,12.0,12.0,50.5,25.5025,1.0,0.0,1.0,1.2694869,0.0,0.0
2.956236,16.0,16.0,39.0,15.21,1.0,0.0,1.0,-0.06899285,0.0,0.0
3.0252287,16.0,16.0,39.0,15.21,1.0,0.0,,0.06899285,0.0,0.0
2.5327523,12.0,12.0,33.0,10.89,0.0,0.0,,-0.2047944,0.0,0.0
2.7375467,12.0,12.0,33.0,10.89,0.0,0.0,1.0,0.2047944,0.0,0.0
0.7226437,12.0,12.0,44.0,19.36,1.0,1.0,1.0,-1.5227902,0.0,0.0
2.2454338,12.0,12.0,44.0,19.36,1.0,1.0,,1.5227902,0.0,0.0
1.7720113,14.0,14.0,23.0,5.29,1.0,1.0,,-0.013361573,-1.0,0.0
1.7853729,15.0,14.0,23.0,5.29,1.0,1.0,1.0,0.013361573,1.0,0.0
2.2995584,16.0,16.0,27.0,7.29,1.0,1.0,,0.46177316,0.0,0.0
1.8377852,16.0,16.0,27.0,7.29,1.0,1.0,1.0,-0.46177316,0.0,0.0
1.6626667,13.5,14.0,19.5,3.8025,1.0,1.0,1.0,0.0,0.5,0.5
1.6626667,13.0,13.5,19.5,3.8025,1.0,1.0,,0.0,-0.5,-0.5
1.9278916,13.5,14.0,43.5,18.9225,1.0,0.0,1.0,-0.47329247,1.0,1.0
2.401184,12.5,13.0,43.5,18.9225,1.0,0.5,,0.47329247,-1.0,-1.0
0.98500776,17.0,14.0,21.0,4.41,1.0,1.0,,-0.8770702,4.0,-2.0
1.862078,13.0,16.0,21.0,4.41,1.0,1.0,1.0,0.8770702,-4.0,2.0
1.9754066,16.0,18.0,66.0,43.56,1.0,1.0,1.0,-0.22314358,-2.0,2.0
2.1985502,18.0,16.0,66.0,43.56,1.0,1.0,,0.22314358,2.0,-2.0
3.2483723,16.0,16.0,34.0,11.56,0.0,1.0,,0.3285041,0.0,0.0
2.9198682,16.0,16.0,34.0,11.56,0.0,1.0,1.0,-0.3285041,0.0,0.0
2.2031112,12.0,12.0,57.0,32.49,1.0,1.0,,0.4779991,2.0,1.0
1.7251121,10.0,11.0,57.0,32.49,1.0,1.0,1.0,-0.4779991,-2.0,-1.0
1.6877246,12.0,13.0,51.0,26.01,1.0,1.0,1.0,-0.06675613,-1.0,1.0
1.7544807,13.0,12.0,51.0,26.01,1.0,1.0,,0.06675613,1.0,-1.0
3.1793795,16.0,16.0,45.0,20.25,1.0,0.0,,0.28768206,0.0,0.0
2.8916974,16.0,16.0,45.0,20.25,1.0,0.0,1.0,-0.28768206,0.0,0.0
1.6389344,13.0,13.0,52.0,27.04,1.0,1.0,1.0,-0.122217655,0.0,0.0
1.761152,13.0,13.0,52.0,27.04,1.0,1.0,,0.122217655,0.0,0.0
2.1972246,12.0,12.0,39.5,15.6025,1.0,1.0,,-0.46668243,-1.0,-1.0
2.663907,13.0,13.0,39.5,15.6025,1.0,1.0,1.0,0.46668243,1.0,1.0
3.2091463,18.0,16.0,57.0,32.49,0.0,1.0,1.0,-0.3269081,0.0,-2.0
3.5360544,18.0,18.0,57.0,32.49,0.0,1.0,,0.3269081,0.0,2.0
1.9464191,12.0,12.0,18.0,3.24,0.0,1.0,1.0,1.1608006,0.0,0.0
0.78561854,12.0,12.0,18.0,3.24,0.0,1.0,,-1.1608006,0.0,0.0
3.0252287,18.0,18.0,28.0,7.84,1.0,1.0,1.0,0.28768206,0.0,0.0
2.7375467,18.0,18.0,28.0,7.84,1.0,1.0,,-0.28768206,0.0,0.0
2.5424728,12.0,12.0,45.5,20.7025,1.0,1.0,,0.3586707,-1.5,-1.0
2.1838021,13.5,13.0,45.5,20.7025,1.0,1.0,1.0,-0.3586707,1.5,1.0
1.9166503,13.0,13.0,38.5,14.8225,0.0,1.0,,-0.65420437,0.0,-1.0
2.5708547,13.0,14.0,38.5,14.8225,0.0,1.0,1.0,0.65420437,0.0,1.0
1.8540457,13.0,13.0,25.0,6.25,1.0,1.0,,0.07534933,0.0,1.0
1.7786964,13.0,12.0,25.0,6.25,1.0,1.0,1.0,-0.07534933,0.0,-1.0
2.8206608,12.0,12.0,46.0,21.16,0.0,1.0,1.0,-0.04204893,0.0,0.0
2.8627098,12.0,12.0,46.0,21.16,0.0,1.0,,0.04204893,0.0,0.0
1.8212559,16.0,16.0,25.0,6.25,0.0,1.0,1.0,-0.91629076,0.0,0.0
2.7375467,16.0,16.0,25.0,6.25,0.0,1.0,,0.91629076,0.0,0.0
1.8779513,14.0,14.0,22.0,4.84,1.0,1.0,1.0,0.2798388,0.0,0.0
1.5981125,14.0,14.0,22.0,4.84,1.0,1.0,,-0.2798388,0.0,0.0
2.3808718,12.0,12.0,38.0,14.44,1.0,1.0,,0.074108124,-4.0,-4.0
2.3067636,16.0,16.0,38.0,14.44,1.0,1.0,1.0,-0.074108124,4.0,4.0
2.6685538,14.0,14.0,38.0,14.44,1.0,1.0,1.0,0.44183278,2.0,2.0
2.226721,12.0,12.0,38.0,14.44,1.0,1.0,,-0.44183278,-2.0,-2.0
2.4862323,12.0,13.0,38.0,14.44,1.0,1.0,1.0,-0.084866285,-2.0,1.0
2.5710986,14.0,12.0,38.0,14.44,1.0,1.0,,0.084866285,2.0,-1.0
2.514403,14.0,14.0,25.0,6.25,0.0,1.0,1.0,0.0,0.0,0.0
2.514403,14.0,14.0,25.0,6.25,0.0,1.0,,0.0,0.0,0.0
2.1275144,12.0,12.0,35.0,12.25,1.0,1.0,1.0,-0.099206686,-2.0,-1.0
2.226721,14.0,13.0,35.0,12.25,1.0,1.0,,0.099206686,2.0,1.0
1.8443724,13.0,14.0,30.0,9.0,0.0,0.0,1.0,0.041808605,1.0,1.0
1.8025638,12.0,13.0,30.0,9.0,0.0,0.0,,-0.041808605,-1.0,-1.0
2.514403,12.0,14.0,43.0,18.49,1.0,1.0,1.0,0.45413017,0.0,2.0
2.060273,12.0,12.0,43.0,18.49,1.0,1.0,,-0.45413017,0.0,-2.0
2.4982703,14.0,16.0,38.0,14.44,1.0,1.0,,1.7126517,2.0,4.0
0.78561854,12.0,12.0,38.0,14.44,1.0,1.0,1.0,-1.7126517,-2.0,-4.0
2.6685538,12.0,12.0,53.0,28.09,0.0,1.0,,0.75047374,0.0,0.0
1.9180801,12.0,12.0,53.0,28.09,0.0,1.0,1.0,-0.75047374,0.0,0.0
1.6389344,11.0,11.0,62.0,38.44,1.0,1.0,,-0.5877867,0.0,0.0
2.226721,11.0,11.0,62.0,38.44,1.0,1.0,1.0,0.5877867,0.0,0.0
2.224921,16.0,16.0,26.5,7.0225,1.0,1.0,1.0,0.14137244,0.0,0.0
2.0835485,16.0,16.0,26.5,7.0225,1.0,1.0,,-0.14137244,0.0,0.0
2.475177,12.0,12.0,40.0,16.0,1.0,1.0,,-0.77319527,1.0,1.0
3.2483723,11.0,11.0,40.0,16.0,1.0,1.0,1.0,0.77319527,-1.0,-1.0
2.8876889,12.0,12.0,33.0,10.89,0.0,1.0,,0.1501422,0.0,0.0
2.7375467,12.0,12.0,33.0,10.89,0.0,1.0,1.0,-0.1501422,0.0,0.0
1.5211514,12.0,12.0,50.0,25.0,1.0,1.0,,-0.5232481,0.0,0.0
2.0443995,12.0,12.0,50.0,25.0,1.0,1.0,1.0,0.5232481,0.0,0.0
3.9135208,12.0,12.0,35.5,12.6025,1.0,1.0,1.0,1.2855103,-0.5,0.0
2.6280105,12.5,12.0,35.5,12.6025,1.0,1.0,,-1.2855103,0.5,0.0
2.4044023,12.0,12.0,45.0,20.25,0.0,1.0,1.0,0.023530483,0.0,0.0
2.3808718,12.0,12.0,45.0,20.25,0.0,1.0,,-0.023530483,0.0,0.0
3.6792886,18.0,18.0,34.0,11.56,1.0,1.0,1.0,0.6540599,0.0,0.0
3.0252287,18.0,18.0,34.0,11.56,1.0,1.0,,-0.6540599,0.0,0.0
2.8020852,16.0,15.0,32.0,10.24,0.0,1.0,,-0.3270185,1.0,-1.0
3.1291037,15.0,16.0,32.0,10.24,0.0,0.0,1.0,0.3270185,-1.0,1.0
2.8627098,12.0,12.0,48.0,23.04,0.0,1.0,,0.4031148,0.0,0.0
2.459595,12.0,12.0,48.0,23.04,0.0,1.0,1.0,-0.4031148,0.0,0.0
2.8627098,12.0,12.0,45.0,20.25,1.0,0.0,1.0,0.19415593,0.0,0.0
2.6685538,12.0,12.0,45.0,20.25,1.0,0.0,,-0.19415593,0.0,0.0
2.7497795,14.0,14.0,55.5,30.8025,0.0,1.0,1.0,-0.35384202,0.0,0.0
3.1036215,14.0,14.0,55.5,30.8025,0.0,1.0,,0.35384202,0.0,0.0
1.8212559,13.0,14.0,25.0,6.25,1.0,1.0,1.0,-0.51082563,-1.0,1.0
2.3320816,14.0,13.0,25.0,6.25,0.0,1.0,,0.51082563,1.0,-1.0
2.1577282,14.0,13.0,39.0,15.21,1.0,1.0,,0.10140014,2.0,1.0
2.056328,12.0,12.0,39.0,15.21,1.0,1.0,1.0,-0.10140014,-2.0,-1.0
1.5335739,12.0,12.0,52.0,27.04,1.0,1.0,1.0,-0.85566616,0.0,2.0
2.38924,12.0,10.0,52.0,27.04,1.0,1.0,,0.85566616,0.0,-2.0
2.514403,16.0,16.0,59.0,34.81,1.0,1.0,1.0,-0.22314358,0.0,0.0
2.7375467,16.0,16.0,59.0,34.81,1.0,1.0,,0.22314358,0.0,0.0
3.074019,17.0,18.0,36.0,12.96,1.0,1.0,,0.048790216,3.0,4.0
3.0252287,14.0,14.0,36.0,12.96,1.0,1.0,1.0,-0.048790216,-3.0,-4.0
1.4881116,15.0,15.0,25.0,6.25,1.0,1.0,,0.0,0.0,0.0
1.4881116,15.0,15.0,25.0,6.25,1.0,1.0,1.0,0.0,0.0,0.0
2.226721,14.0,14.0,29.0,8.41,0.0,1.0,,-0.28768206,0.0,0.0
2.514403,14.0,14.0,29.0,8.41,0.0,1.0,1.0,0.28768206,0.0,0.0
2.7205713,16.0,16.0,26.5,7.0225,0.0,1.0,1.0,0.10381961,2.0,1.0
2.6167517,14.0,15.0,26.5,7.0225,0.0,1.0,,-0.10381961,-2.0,-1.0
2.0941896,16.0,16.0,34.5,11.9025,0.0,1.0,,-0.028931856,4.0,4.0
2.1231215,12.0,12.0,34.5,11.9025,0.0,1.0,1.0,0.028931856,-4.0,-4.0
2.1397097,12.0,12.0,22.0,4.84,1.0,1.0,,0.18014216,0.0,0.0
1.9595675,12.0,12.0,22.0,4.84,1.0,1.0,1.0,-0.18014216,0.0,0.0
2.1295366,16.0,16.0,27.0,7.29,1.0,1.0,1.0,-0.20254493,-2.0,-2.0
2.3320816,18.0,18.0,27.0,7.29,1.0,1.0,,0.20254493,2.0,2.0
3.1195385,18.0,18.0,36.0,12.96,0.0,1.0,,0.0,0.0,0.0
3.1195385,18.0,18.0,36.0,12.96,1.0,1.0,1.0,0.0,0.0,0.0
4.1565375,16.0,16.0,24.0,5.76,0.0,1.0,,0.616364,0.0,0.0
3.5401735,16.0,16.0,24.0,5.76,0.0,1.0,1.0,-0.616364,0.0,0.0
0.7761842,12.0,12.0,21.0,4.41,1.0,1.0,1.0,-0.009434342,0.0,0.0
0.78561854,12.0,12.0,21.0,4.41,1.0,1.0,,0.009434342,0.0,0.0
2.434349,12.0,12.0,32.0,10.24,1.0,1.0,,-0.27720928,0.0,0.0
2.7115583,12.0,12.0,32.0,10.24,1.0,1.0,1.0,0.27720928,0.0,0.0
1.7342446,13.0,13.0,19.0,3.61,0.0,1.0,1.0,0.09531021,1.0,1.0
1.6389344,12.0,12.0,19.0,3.61,0.0,1.0,,-0.09531021,-1.0,-1.0
2.25628,12.0,11.0,53.0,28.09,1.0,1.0,,-0.08773017,-2.0,-1.0
2.34401,14.0,12.0,53.0,28.09,1.0,1.0,1.0,0.08773017,2.0,1.0
2.7984881,12.0,12.0,41.5,17.2225,0.0,1.0,1.0,0.061406612,-0.5,0.0
2.7370815,12.5,12.0,41.5,17.2225,0.0,1.0,,-0.061406612,0.5,0.0
2.5552251,18.0,18.0,39.0,15.21,1.0,1.0,1.0,-0.33647227,0.0,2.0
2.8916974,18.0,16.0,39.0,15.21,1.0,1.0,,0.33647227,0.0,-2.0
1.6634107,12.0,12.0,38.5,14.8225,1.0,1.0,,-1.0220261,-1.5,-1.5
2.6854367,13.5,13.5,38.5,14.8225,1.0,1.0,1.0,1.0220261,1.5,1.5
2.986007,18.0,18.0,49.0,24.01,0.0,1.0,,-0.63705873,2.0,2.0
3.6230657,16.0,16.0,49.0,24.01,0.0,1.0,1.0,0.63705873,-2.0,-2.0
2.7391934,14.5,14.0,44.5,19.8025,1.0,0.0,,0.4475069,-1.5,-2.0
2.2916865,16.0,16.0,44.5,19.8025,1.0,0.0,1.0,-0.4475069,1.5,2.0
2.8729637,12.0,12.0,66.0,43.56,0.0,0.0,1.0,0.16989899,0.0,0.0
2.7030647,12.0,12.0,66.0,43.56,0.0,0.0,,-0.16989899,0.0,0.0
2.9992406,16.0,16.0,47.0,22.09,1.0,1.0,,-0.39222717,0.0,0.0
3.3914678,16.0,16.0,47.0,22.09,1.0,1.0,1.0,0.39222717,0.0,0.0
2.4560366,14.0,12.0,50.0,25.0,1.0,1.0,1.0,0.12395501,2.0,-1.0
2.3320816,12.0,13.0,50.0,25.0,1.0,1.0,,-0.12395501,-2.0,1.0
1.3023431,14.5,15.0,20.5,4.2025,1.0,1.0,1.0,-0.09674263,0.0,0.5
1.3990858,14.5,14.5,20.5,4.2025,1.0,1.0,,0.09674263,0.0,-0.5
1.805639,12.0,12.0,43.5,18.9225,1.0,1.0,,-0.23098564,0.0,0.0
2.0366247,12.0,12.0,43.5,18.9225,1.0,1.0,1.0,0.23098564,0.0,0.0
2.3139176,16.0,16.0,44.0,19.36,1.0,1.0,,-0.2413075,-1.0,0.0
2.5552251,17.0,16.0,44.0,19.36,1.0,1.0,1.0,0.2413075,1.0,0.0
2.0118763,12.0,12.0,43.0,18.49,1.0,1.0,,-0.097061634,-1.0,-1.0
2.108938,13.0,13.0,43.0,18.49,1.0,1.0,1.0,0.097061634,1.0,1.0
3.0252287,14.0,14.0,52.0,27.04,1.0,1.0,,0.51082563,0.0,0.0
2.514403,14.0,14.0,52.0,27.04,1.0,1.0,1.0,-0.51082563,0.0,0.0
2.5060349,13.0,12.0,61.0,37.21,1.0,1.0,1.0,-0.23151183,1.0,0.0
2.7375467,12.0,12.0,67.0,44.89,1.0,1.0,,0.23151183,-1.0,0.0
2.314822,14.0,14.0,38.0,14.44,1.0,1.0,1.0,0.12776613,2.0,2.0
2.1870558,12.0,12.0,38.0,14.44,1.0,1.0,,-0.12776613,-2.0,-2.0
1.9867704,12.0,9.0,36.0,12.96,1.0,1.0,1.0,0.0028288364,0.0,-3.0
1.9839416,12.0,12.0,36.0,12.96,1.0,0.0,,-0.0028288364,0.0,3.0
2.1750898,13.5,15.0,24.5,6.0025,0.0,0.5,,0.22212315,-1.0,0.5
1.9529667,14.5,14.5,24.5,6.0025,0.0,1.0,1.0,-0.22212315,1.0,-0.5
2.819434,12.0,12.0,58.0,33.64,0.0,1.0,,0.2562406,0.0,0.0
2.5631933,12.0,12.0,58.0,33.64,0.0,1.0,1.0,-0.2562406,0.0,0.0
2.226721,18.0,18.0,30.0,9.0,1.0,0.0,1.0,-0.51082563,1.0,0.0
2.7375467,17.0,18.0,30.0,9.0,1.0,0.0,,0.51082563,-1.0,0.0
1.7342446,12.0,12.0,50.0,25.0,1.0,1.0,,-0.57763433,0.0,0.0
2.311879,12.0,12.0,50.0,25.0,1.0,1.0,1.0,0.57763433,0.0,0.0
2.4470859,16.0,16.0,32.5,10.5625,1.0,1.0,1.0,-0.18455172,-2.0,-1.5
2.6316376,18.0,17.5,32.5,10.5625,1.0,1.0,,0.18455172,2.0,1.5
2.6685538,13.0,14.0,42.0,17.64,0.0,1.0,,-0.51081705,-3.0,-2.0
3.1793709,16.0,16.0,42.0,17.64,0.0,1.0,1.0,0.51081705,3.0,2.0
1.9956093,13.0,14.0,29.0,8.41,1.0,1.0,1.0,0.020202637,-1.0,0.0
1.9754066,14.0,14.0,29.0,8.41,1.0,1.0,,-0.020202637,1.0,0.0
1.4454495,12.0,12.0,52.5,27.5625,1.0,1.0,1.0,-0.030966043,0.0,0.0
1.4764155,12.0,12.0,52.5,27.5625,1.0,1.0,,0.030966043,0.0,0.0
2.599816,16.0,16.0,32.0,10.24,1.0,1.0,,-0.068737745,3.0,4.0
2.6685538,13.0,12.0,32.0,10.24,1.0,1.0,1.0,0.068737745,-3.0,-4.0
2.0443995,12.0,12.0,33.0,10.89,1.0,1.0,1.0,0.2535888,-1.0,-1.0
1.7908107,13.0,13.0,33.0,10.89,1.0,1.0,,-0.2535888,1.0,1.0
2.226721,12.0,12.0,59.0,34.81,1.0,1.0,,0.3254224,0.0,0.0
1.9012986,12.0,12.0,59.0,34.81,1.0,1.0,1.0,-0.3254224,0.0,0.0
2.859764,12.0,12.0,24.0,5.76,0.0,1.0,1.0,0.12221742,1.0,2.0
2.7375467,11.0,10.0,24.0,5.76,0.0,1.0,,-0.12221742,-1.0,-2.0
2.7375467,12.0,11.0,36.0,12.96,1.0,1.0,1.0,0.45675826,0.0,-1.0
2.2807884,12.0,12.0,36.0,12.96,1.0,1.0,,-0.45675826,0.0,1.0
2.7227983,13.0,13.0,39.5,15.6025,1.0,1.0,,0.068992615,0.0,0.0
2.6538057,13.0,13.0,39.5,15.6025,1.0,1.0,1.0,-0.068992615,0.0,0.0
2.0304775,13.0,13.0,26.0,6.76,1.0,1.0,1.0,-0.3321333,1.0,1.0
2.3626108,12.0,12.0,26.0,6.76,1.0,1.0,,0.3321333,-1.0,-1.0
2.2367713,14.0,12.0,35.0,12.25,1.0,1.0,1.0,-0.21309328,1.0,-2.0
2.4498646,13.0,14.0,35.0,12.25,1.0,1.0,,0.21309328,-1.0,2.0
4.1536074,16.0,16.0,47.0,22.09,0.0,1.0,1.0,0.05795145,0.0,0.0
4.095656,16.0,16.0,47.0,22.09,0.0,1.0,,-0.05795145,0.0,0.0
2.3025851,12.0,12.0,66.0,43.56,1.0,1.0,,-0.1718502,-3.0,-3.0
2.4744353,15.0,15.0,66.0,43.56,1.0,1.0,1.0,0.1718502,3.0,3.0
2.9704144,15.0,15.0,27.0,7.29,0.0,1.0,1.0,0.61903906,0.0,0.0
2.3513753,15.0,15.0,27.0,7.29,0.0,1.0,,-0.61903906,0.0,0.0
1.5581446,16.0,16.0,25.0,6.25,1.0,1.0,,-0.051293373,0.0,0.0
1.609438,16.0,16.0,25.0,6.25,1.0,1.0,1.0,0.051293373,0.0,0.0
2.0794415,16.0,16.0,24.0,5.76,1.0,1.0,,0.13353145,0.0,0.0
1.9459101,16.0,16.0,24.0,5.76,1.0,1.0,1.0,-0.13353145,0.0,0.0
3.7674422,18.0,18.0,33.0,10.89,0.0,1.0,1.0,-0.10536146,0.0,0.0
3.8728037,18.0,18.0,33.0,10.89,0.0,1.0,,0.10536146,0.0,0.0
1.8718022,13.0,14.0,22.0,4.84,1.0,1.0,1.0,-0.074107885,-2.0,-2.0
1.9459101,15.0,16.0,22.0,4.84,1.0,1.0,,0.074107885,2.0,2.0
3.0009642,15.0,14.0,47.0,22.09,0.0,1.0,1.0,0.26760173,0.0,-4.0
2.7333624,15.0,18.0,47.0,22.09,0.0,1.0,,-0.26760173,0.0,4.0
3.8918202,16.0,16.0,28.0,7.84,1.0,1.0,1.0,0.93530965,0.0,0.0
2.9565105,16.0,16.0,28.0,7.84,1.0,1.0,,-0.93530965,0.0,0.0
2.6798792,18.0,18.0,42.0,17.64,1.0,1.0,1.0,-0.46313262,0.0,0.0
3.1430118,18.0,18.0,42.0,17.64,1.0,1.0,,0.46313262,0.0,0.0
1.446919,13.0,13.0,24.0,5.76,0.0,1.0,,-0.34484053,0.0,0.0
1.7917595,13.0,13.0,24.0,5.76,0.0,1.0,1.0,0.34484053,0.0,0.0
2.5902672,18.0,16.0,37.0,13.69,0.0,1.0,1.0,-0.11778307,2.0,0.0
2.7080503,16.0,16.0,37.0,13.69,0.0,1.0,,0.11778307,-2.0,0.0
1.974081,16.0,16.0,24.0,5.76,1.0,0.0,1.0,-0.3285041,0.0,0.0
2.3025851,16.0,16.0,24.0,5.76,1.0,0.0,,0.3285041,0.0,0.0
3.7674422,16.0,16.0,63.0,39.69,0.0,1.0,1.0,-0.28768063,0.0,0.0
4.055123,16.0,16.0,63.0,39.69,0.0,1.0,,0.28768063,0.0,0.0
1.5475625,13.0,13.0,19.0,3.61,1.0,1.0,,0.02150631,0.0,0.0
1.5260562,13.0,13.0,19.0,3.61,1.0,1.0,1.0,-0.02150631,0.0,0.0
2.8857315,12.0,12.0,38.0,14.44,0.0,1.0,1.0,0.31121254,0.0,0.0
2.574519,12.0,12.0,38.0,14.44,0.0,1.0,,-0.31121254,0.0,0.0
1.5368671,12.0,12.0,21.0,4.41,0.0,1.0,,-0.23808515,0.0,0.0
1.7749523,12.0,12.0,21.0,4.41,0.0,1.0,1.0,0.23808515,0.0,0.0
2.5257287,16.0,16.0,24.0,5.76,0.0,1.0,1.0,0.08338165,0.0,0.0
2.442347,16.0,16.0,24.0,5.76,0.0,1.0,,-0.08338165,0.0,0.0
1.5151273,8.0,9.5,38.0,14.44,1.0,1.0,,-0.6920477,-2.0,1.5
2.207175,10.0,8.0,38.0,14.44,1.0,1.0,1.0,0.6920477,2.0,-1.5
1.8794651,11.0,12.0,44.0,19.36,1.0,1.0,1.0,0.0076628923,-1.0,-4.0
1.8718022,12.0,16.0,44.0,19.36,1.0,1.0,,-0.0076628923,1.0,4.0
2.1341665,12.0,12.0,30.0,9.0,1.0,1.0,1.0,-0.034887314,-1.0,-1.0
2.1690538,13.0,13.0,30.0,9.0,0.0,1.0,,0.034887314,1.0,1.0
3.637586,16.0,16.0,45.0,20.25,1.0,1.0,1.0,0.1310308,-1.0,-2.0
3.5065553,17.0,18.0,45.0,20.25,1.0,1.0,,-0.1310308,1.0,2.0
1.658228,16.0,16.0,70.0,49.0,0.0,0.0,1.0,-0.34460247,2.0,2.0
2.0028305,14.0,14.0,70.0,49.0,0.0,0.0,,0.34460247,-2.0,-2.0
2.3895965,12.0,12.0,58.0,33.64,0.0,1.0,1.0,0.33832574,0.0,0.0
2.0512707,12.0,12.0,58.0,33.64,0.0,1.0,,-0.33832574,0.0,0.0
2.5048356,16.0,16.0,43.0,18.49,1.0,1.0,,0.059146643,0.0,0.0
2.445689,16.0,16.0,43.0,18.49,1.0,1.0,1.0,-0.059146643,0.0,0.0
2.6390574,12.0,13.0,39.0,15.21,0.0,1.0,,-0.03509116,-2.0,-1.0
2.6741486,14.0,14.0,39.0,15.21,0.0,1.0,1.0,0.03509116,2.0,1.0
