earnings,schooling,ability,scholarship
9.3739,15,0.4568,1
8.4249,9,-1.0212,0
9.3733,15,1.9977,0
8.6758,10,-1.0412,0
8.6532,12,-1.5059,1
9.2769,12,-0.5589,0
9.3127,19,1.5257,1
9.0928,13,1.2283,0
9.0595,15,-0.0668,1
9.1519,15,-0.1585,1
9.0683,14,1.0133,0
9.8355,16,1.8051,1
9.5246,14,0.8087,0
9.037,12,-0.3327,0
8.6755,15,-0.9462,1
9.4642,15,0.7654,1
9.7098,17,1.1676,1
8.8163,12,-1.0377,1
9.2619,15,0.0638,1
8.6333,13,0.0857,1
9.6195,13,0.902,0
9.3337,12,-0.1588,0
9.4378,14,-0.4082,1
9.5535,17,1.4672,1
8.8524,10,-0.2447,0
8.3864,9,-1.9364,0
8.8909,12,-0.248,0
8.8912,12,-0.9497,0
9.382,17,0.7949,1
9.6368,15,0.6736,1
9.0094,12,-0.0761,0
8.9693,12,-0.7174,1
9.5011,15,0.6641,0
8.4794,8,-2.9312,0
9.1526,14,-0.3663,1
8.3006,11,-0.4874,0
9.4522,13,0.4713,0
9.1326,12,0.7437,0
9.0407,15,0.2293,1
8.7017,12,-0.457,1
9.0315,12,-0.4917,1
9.4826,17,0.9786,1
9.5402,18,1.2862,1
9.0188,13,-0.0809,0
8.7633,14,0.3037,1
9.0373,13,0.5057,0
8.4478,10,-0.5826,0
8.5273,9,-2.0241,0
8.969,14,-0.7039,1
8.906,13,-0.5489,1
8.9957,12,-1.2331,1
8.8233,14,0.476,1
9.0034,9,-0.9451,0
9.4689,18,0.9548,1
8.6202,11,-0.3799,0
9.2767,14,0.1043,1
9.0062,12,0.7008,0
8.9025,12,0.2466,0
9.1871,16,1.1123,1
9.3899,13,0.3223,0
9.5624,14,0.6874,0
8.5714,11,-1.6221,1
8.67,10,-0.5298,0
9.0746,12,-0.5888,1
9.0096,15,0.8588,1
9.2852,14,0.9159,0
9.0682,15,0.1229,1
8.9882,13,-0.9719,1
8.9956,13,0.5294,0
9.1292,13,-0.0928,0
9.0653,13,-0.1376,0
8.9113,11,-0.1305,0
9.2748,14,-0.0546,1
8.8633,11,1.2433,0
8.9602,13,0.5913,0
9.3586,15,0.5999,1
9.08,13,-0.8817,1
8.4104,9,-1.8347,0
8.9988,13,0.164,0
8.927,11,-0.4266,0
9.2002,16,0.5633,1
9.0246,14,-0.1688,1
8.6082,9,-0.6604,0
9.4697,16,-0.249,1
9.4409,15,1.1786,1
9.2097,14,1.3322,0
9.4122,15,-0.0114,1
8.6208,11,-2.3221,1
9.0034,13,-0.767,0
9.2802,14,0.3731,1
8.2743,8,-2.041,0
8.7354,10,-0.4619,0
9.1628,12,-0.2601,0
8.9996,12,-0.1215,1
9.1987,14,0.6356,0
8.0179,8,-2.2498,0
9.3878,14,1.0012,0
8.857,8,-1.6355,0
9.184,15,0.6658,0
9.1545,13,-1.019,1
8.7253,11,-1.1271,1
8.6217,10,-1.1544,0
8.6352,10,-2.0677,0
9.1641,15,0.4319,1
9.7062,16,2.0049,1
8.9134,12,-0.3995,1
8.9343,13,0.6891,1
8.7648,13,-0.3924,1
9.1788,14,1.5153,0
9.677,17,1.6952,1
8.5711,10,-0.7765,0
9.3071,14,0.6091,0
9.0885,13,-0.2115,1
8.8322,12,-0.5181,1
8.6777,10,-1.0849,1
9.1926,15,1.216,1
8.8208,13,-0.1973,0
8.687,11,-0.8977,0
8.4872,11,-1.0799,0
9.5019,17,2.2298,1
8.9421,13,0.8786,1
8.8335,13,-1.3469,1
8.9981,14,0.7877,0
9.0484,12,0.4854,0
9.3925,15,0.9781,1
8.7155,12,-1.7438,1
9.0425,11,0.2121,0
8.6583,12,0.1256,0
8.8524,13,-0.8343,1
9.7399,17,2.3369,0
9.0057,12,0.1324,0
8.9523,12,-0.4352,1
8.8622,13,-0.5987,0
9.2621,15,1.1597,0
9.1969,14,0.283,1
9.0333,12,-0.2386,0
8.3739,8,-0.7484,0
9.4744,14,0.2828,0
9.0154,13,-0.4288,0
9.1183,14,0.6222,1
9.5421,14,0.7831,0
9.2409,14,1.3493,0
8.5296,9,-0.874,0
8.5673,12,-1.1083,1
9.1296,15,-0.4799,1
8.8459,11,-0.2694,0
8.8599,12,-1.3942,0
9.4607,15,0.4435,1
9.6268,15,1.6658,0
9.261,12,1.1056,0
9.4829,15,-0.6519,1
8.8846,11,-0.3059,1
8.7638,14,-1.2562,1
9.4304,15,1.0401,1
8.8301,13,-0.8056,1
9.0404,13,0.7896,0
9.1706,16,1.7933,1
8.8282,13,-1.2661,1
8.7834,12,-0.3116,0
8.9764,12,-0.3992,1
8.9334,11,0.1544,0
9.1918,15,-0.2831,1
8.6632,12,-0.6924,1
8.988,16,-0.5275,1
9.3785,15,0.0157,1
9.2276,16,0.3203,1
9.1165,14,0.4028,1
8.9928,13,-0.4782,1
8.8757,13,-0.9773,1
8.8611,14,-0.065,1
8.5121,9,-1.6242,0
9.182,13,0.3738,1
9.1959,12,0.1186,1
9.9169,16,1.4141,0
9.3076,12,0.5908,0
9.0535,15,-0.1619,1
8.9344,12,-1.1404,0
8.8388,10,-2.2251,1
9.3575,16,0.989,1
8.4174,9,-2.8577,1
8.7946,10,-0.67,0
9.4641,17,1.2516,1
9.0138,12,-0.0271,0
9.4074,13,0.9505,0
9.0798,13,0.0533,1
9.4737,15,0.36,1
8.7117,12,-0.5455,0
9.6872,17,1.4126,1
8.7993,12,-0.399,1
8.3689,8,-1.5956,0
9.0743,13,0.6359,1
9.0496,14,-1.1708,1
8.493,9,-2.2182,0
9.0984,12,-0.5476,1
9.1127,15,0.3066,1
9.1824,12,-1.579,1
8.9227,12,-0.7423,0
9.1301,13,0.1063,0
9.0287,13,-0.1368,1
9.208,12,-0.9155,0
9.1947,14,0.6229,1
9.4768,13,0.7884,0
9.3282,13,0.2704,0
9.2631,18,1.3171,1
8.7815,9,-1.3482,0
8.8627,13,-0.2936,0
9.5085,15,-0.2127,1
9.3229,17,0.666,1
8.9263,13,-0.5343,1
8.8075,9,-1.7292,0
9.2973,14,-1.1818,1
9.1131,12,-0.0973,0
8.8127,11,-0.4882,1
8.6279,12,-1.5948,1
9.2346,13,1.682,0
8.7344,12,-0.1719,0
9.1604,13,-1.083,1
9.4685,15,0.8931,0
9.0807,12,0.2146,1
9.0543,12,-0.0011,0
9.6437,15,0.4578,1
9.3305,13,0.1024,0
9.0853,11,-0.8404,0
9.1781,16,0.7873,1
9.4791,13,0.7093,0
8.9658,11,0.3424,0
9.5559,17,1.8498,1
9.3152,15,-0.3408,1
9.2118,15,1.0529,1
9.4815,16,0.6091,1
9.0039,14,0.2019,1
9.195,14,-1.0246,1
9.1916,14,0.1717,1
8.9131,11,0.2877,0
8.6047,8,-2.2035,0
9.0143,13,-0.5239,1
8.9981,13,0.5964,1
9.0258,10,-0.0206,0
8.6969,12,-1.5362,1
9.1243,13,-1.244,1
9.4009,17,1.3134,1
9.2386,15,-0.6358,1
8.7091,12,-0.0634,0
8.694,14,0.1428,1
8.3947,11,-2.0224,0
8.7725,12,0.9613,0
8.8481,13,-0.8906,1
9.1363,14,0.7019,0
9.4133,15,1.3225,1
9.3632,13,-0.4777,1
9.2318,14,0.4744,1
9.1267,12,0.7373,0
9.176,12,0.1072,0
8.5508,10,-1.0905,0
8.9491,11,-0.629,0
8.7413,13,-1.1693,1
9.0446,10,-0.9339,0
9.5831,13,1.2906,0
9.6046,15,1.6263,1
8.7628,13,0.6111,0
8.8364,9,-0.8383,0
9.2687,17,1.5692,1
9.1145,12,-0.3401,1
9.4018,14,0.7309,1
8.6265,10,-0.7957,0
9.3426,15,0.4086,1
8.5713,9,-0.8957,0
8.7959,11,-0.4481,0
8.9699,14,-1.0743,1
9.2905,15,1.2072,1
8.9207,12,1.1826,0
8.3995,10,-1.5593,1
9.3645,14,-0.0278,0
8.7748,11,0.1714,0
9.3227,16,1.2309,0
8.9664,12,-0.1323,0
8.8838,11,-0.2463,0
9.4851,15,0.9303,0
9.2653,14,-0.2415,1
8.9795,13,0.1441,0
8.6004,10,-2.2746,1
8.4495,11,-1.0158,0
8.8463,14,-0.3861,1
8.8969,11,-0.6416,0
9.0511,13,-0.5643,1
8.8453,12,0.3159,0
9.1335,13,-0.2143,1
9.5587,13,0.6612,0
9.5127,15,2.6449,1
8.9511,11,0.7289,0
8.8633,13,0.4076,1
9.2284,14,-0.4601,1
9.647,15,0.3271,1
9.048,15,0.5051,0
8.4142,10,-2.2951,1
9.2159,13,0.7636,0
9.4835,13,0.7167,0
8.9499,14,0.3783,1
8.9048,13,-0.1693,1
8.7048,11,-0.2433,0
8.7331,10,-1.1867,1
9.0124,13,0.8992,0
9.077,11,-0.6354,0
9.4069,16,0.343,0
9.1515,15,0.8623,1
8.0992,10,-0.6831,0
8.6211,10,-0.2974,0
9.0243,13,0.1973,0
9.6778,16,1.2053,1
9.1857,15,0.9455,0
8.6823,11,-2.064,1
9.2767,13,0.5749,0
9.0158,13,-0.2878,1
8.4312,10,-1.3677,0
9.0966,12,0.211,0
8.571,10,-0.9076,0
8.9319,13,0.5586,0
9.1622,16,0.9097,0
8.7142,9,-1.8764,0
8.793,13,-0.1903,0
9.0985,15,0.6751,1
9.174,14,0.0582,1
8.828,11,-0.0486,0
8.7214,10,-1.4538,0
9.7792,16,0.5376,1
9.1838,14,0.5324,0
8.9625,12,-0.1479,0
8.9224,13,-0.6681,0
8.9131,12,-0.8706,1
8.493,11,-1.0583,0
9.4106,17,0.8472,1
8.6521,12,-0.9473,1
8.9209,15,0.1201,1
8.9158,12,-1.8233,0
9.2319,15,0.7237,0
8.7827,11,-0.1719,0
9.21,15,1.0539,1
8.4236,11,-0.7738,1
9.6164,15,1.0036,0
9.1437,15,1.8296,1
8.8883,11,-0.8357,0
8.7284,12,-0.825,1
8.8872,12,0.4325,0
8.7192,12,-0.3254,0
9.0228,10,-0.8001,1
9.0533,11,-0.0878,0
9.0384,13,0.3966,0
8.484,12,-0.8367,0
8.6766,12,0.143,0
9.4572,16,0.6604,1
8.8611,12,0.756,0
8.8314,10,-1.4094,1
9.1712,13,-0.6223,1
8.7909,10,0.2935,0
8.9966,14,1.3555,0
9.2241,15,0.3669,1
9.1478,14,0.5325,1
9.1759,14,0.6771,0
9.1317,11,0.5486,0
8.7182,12,0.0569,0
9.3927,14,1.0328,0
9.066,15,0.708,1
9.1371,14,0.7174,1
8.4522,8,-0.044,0
9.0646,15,0.2997,1
8.9462,13,1.3937,0
8.9807,15,1.8054,1
9.35,13,1.7183,0
9.0654,12,-0.1456,0
9.0016,12,0.1337,0
9.265,15,0.5161,1
8.7817,11,-1.6808,1
8.8029,11,-0.5545,1
9.2639,14,1.0586,0
9.0079,12,-0.4912,1
9.2607,17,1.4142,1
8.6033,10,-0.5014,0
9.0437,14,-1.6477,1
9.7384,17,1.9302,1
8.5401,12,-0.9313,0
8.4234,10,-2.4871,1
8.8668,12,-0.4531,0
9.0345,15,-0.2728,1
8.9312,16,-0.334,1
9.0767,14,2.0802,0
9.1633,13,0.5757,1
9.5263,12,-0.3332,0
9.3122,13,1.6608,0
9.5902,15,0.3692,1
8.7107,10,-1.0997,0
9.1712,14,0.8891,0
8.777,11,-0.2602,0
9.4953,15,1.2142,0
9.4116,18,1.9866,0
8.4749,9,-0.1206,0
8.6085,14,-0.3729,1
8.766,12,-0.2709,0
9.0586,14,0.6616,1
9.2033,13,0.9035,0
8.8664,11,-2.4732,1
8.9364,11,-0.0746,0
8.9365,13,-0.7323,1
8.6964,10,-1.3266,0
8.4247,9,-0.8685,0
8.7864,10,-0.9943,0
8.9263,13,-0.449,0
9.2305,12,0.8203,0
9.2062,14,0.3041,1
9.3509,15,0.3164,1
9.0831,11,0.0631,0
9.677,13,0.6942,0
9.5602,16,0.7402,1
8.8892,11,-0.7699,1
8.7564,11,-1.2594,0
8.8332,13,0.1295,0
9.2135,16,0.8961,1
9.6921,17,1.0871,1
8.4169,9,-2.3902,0
8.6633,10,-0.928,0
9.1583,16,0.5796,1
9.0589,13,-0.2015,1
8.353,9,-2.0334,0
8.9082,13,0.353,0
9.2226,12,-1.2686,1
8.6355,10,-1.6402,1
8.9081,11,0.1584,0
9.0144,14,1.2716,0
8.8351,10,-1.087,0
8.7419,12,-0.4599,0
9.2143,13,0.192,0
9.2159,12,1.3276,0
8.7429,10,-1.3635,1
9.2079,16,1.172,1
9.3085,13,0.8846,1
9.4715,17,0.6429,1
9.2533,16,1.6995,0
9.0333,14,-0.0149,1
9.6245,15,1.3586,1
9.0852,17,0.9266,1
8.7493,14,-0.2622,1
8.7659,12,-0.3257,0
9.3215,15,-0.2828,1
9.1115,11,-1.3961,0
8.9364,13,-0.1664,1
8.9137,13,-1.6345,1
8.4258,10,-1.8752,0
9.5393,15,1.4039,0
8.9076,11,-1.2955,0
8.8309,12,-0.8711,0
9.1184,14,0.3946,1
8.9875,15,-0.0276,1
9.2147,15,0.9743,0
9.6108,18,1.6925,1
8.9523,13,-0.051,0
9.3244,13,0.9092,0
8.9235,12,-0.2116,0
8.5847,13,-1.1859,1
9.029,11,-0.6558,0
8.6946,10,-1.4051,0
9.005,11,-1.1884,0
8.7176,10,-1.1214,0
9.1069,13,-0.7739,1
8.7328,12,-0.8242,1
8.9856,12,0.0668,0
9.2983,13,1.034,0
8.9739,15,0.1901,1
8.9941,14,0.1053,1
8.9027,12,0.3733,0
8.8734,12,0.9243,0
8.6498,10,-1.4477,0
9.0022,12,-0.2187,0
9.3726,15,-0.4198,1
8.8066,14,1.4877,0
9.2774,15,1.3041,0
8.7559,11,-1.6039,0
9.109,14,0.7943,1
9.1099,15,-0.7435,1
9.432,15,1.6571,1
9.4679,15,1.8131,0
9.1748,12,0.1171,0
9.0869,14,0.2556,0
8.969,15,0.6118,1
9.0842,14,-0.1976,1
9.142,14,2.4427,0
8.8993,15,0.5861,0
9.4993,16,0.2733,1
8.7136,11,-0.9992,0
9.0752,15,-0.1834,1
9.3912,14,0.0362,1
9.3161,15,0.5896,1
9.3359,14,1.0373,1
8.6836,10,-1.1699,0
8.9145,13,-0.603,1
9.264,14,-0.6716,0
8.9354,12,-0.2416,1
8.6408,11,-1.6574,1
9.4963,17,2.1476,1
9.7949,18,1.4847,1
8.2888,10,-1.8931,1
8.807,10,-0.4585,0
8.8673,12,-0.722,0
9.1587,14,-0.0369,1
8.8896,12,0.4732,0
9.0348,15,-0.5201,1
9.0575,12,-0.4063,1
8.9229,11,-0.3503,0
8.7077,11,-0.5136,0
8.9617,13,-0.2945,1
8.778,9,-3.0212,1
8.598,11,-0.8954,1
8.9755,11,0.2872,0
9.3665,17,0.4615,1
9.441,15,1.3185,1
9.2844,15,1.5231,1
9.4065,13,1.4979,0
8.6866,11,-1.4242,1
9.1376,13,-0.6355,1
9.0542,14,-0.858,1
9.0953,15,0.2564,0
9.0311,13,0.0164,0
8.7342,13,-0.6412,1
9.2631,12,-1.0387,1
8.8907,11,-0.5228,0
9.5515,17,0.8661,1
8.6122,11,-1.403,0
9.0689,14,-0.7817,0
8.9785,15,0.8461,1
8.8545,12,0.1278,0
9.2101,14,1.8654,0
9.278,12,0.1157,0
9.7757,19,2.7131,1
9.1917,12,-0.2674,0
8.7842,14,-0.5378,1
9.1494,12,-0.2237,0
8.9331,13,-0.17,1
9.3476,14,-1.0113,1
9.4176,15,-0.1117,1
9.0625,15,-0.1289,1
9.0267,15,-0.1486,1
9.5381,15,-0.0574,1
8.9424,12,-0.164,0
9.1952,14,-0.112,1
9.0119,10,-0.8339,0
9.1203,13,-1.0913,0
9.0327,12,0.3836,0
9.2995,15,0.9085,0
8.8925,12,-1.5996,1
9.1343,12,-0.9253,1
9.1691,13,-0.1308,0
8.9888,13,0.7949,0
9.5436,14,0.9218,0
8.8565,11,-1.6834,1
9.0253,15,0.3521,1
9.4157,12,0.7044,0
8.5699,13,-0.6908,0
9.0196,13,0.5573,1
8.7924,10,-0.9108,0
9.1043,13,-0.4087,0
9.4786,14,0.5157,1
9.1335,15,-0.1205,1
8.9398,9,-0.9662,0
9.092,11,-0.2214,1
9.8045,17,1.6155,1
9.2925,13,0.0709,1
9.4666,14,2.0403,0
8.8234,11,-0.0692,0
8.6935,10,-1.2748,0
9.0184,13,0.0069,1
8.8181,10,-1.3293,1
9.4864,16,0.4901,1
9.22,13,0.2228,1
8.7551,14,-0.5846,1
9.1327,13,0.0597,0
9.4806,14,-0.4427,1
9.127,14,0.5194,0
9.4301,16,1.3258,1
9.0651,10,-1.1474,0
8.4519,10,-2.4308,1
8.5474,9,-1.4258,0
9.3024,15,0.565,1
8.808,11,0.1302,0
8.86,13,0.2973,0
8.6116,9,-0.0295,0
9.1513,13,-1.0673,0
9.0343,14,-0.3191,0
9.2616,13,-0.984,1
9.2337,15,0.685,1
9.1352,11,0.1485,0
8.8976,12,0.2596,0
9.057,13,-0.9423,1
8.9131,12,-0.8631,0
9.1623,12,-0.7935,0
9.1496,17,0.5083,1
8.3167,9,-0.6721,0
9.2935,13,0.3259,1
9.3272,17,1.015,1
8.684,10,-0.6065,0
8.9618,13,0.4949,0
9.1723,13,0.2328,1
9.4207,11,0.2006,1
9.3958,17,0.5103,1
9.2857,15,0.0934,1
9.5157,15,2.2179,0
8.3695,11,-2.4437,1
9.0067,15,0.2884,1
8.5642,10,-2.4027,1
9.0623,14,-0.1109,1
8.7794,10,-1.3194,1
9.0729,14,1.1547,0
8.857,12,-0.3206,0
8.3597,9,-1.2182,0
9.5004,15,0.1079,1
8.8867,12,0.0514,1
9.4022,15,-0.6789,1
8.4537,11,-1.1826,0
9.5328,16,0.7846,0
9.1148,14,0.0393,1
9.5292,15,1.034,0
9.356,14,0.8971,0
9.6384,16,2.2415,0
8.9946,11,-1.4718,0
9.5945,13,-0.4229,1
9.1552,17,0.6923,1
9.1189,14,1.2928,1
8.7102,13,0.0172,1
8.6064,12,0.1662,0
9.0641,15,0.6615,0
9.1252,13,-0.2094,1
9.4652,15,0.9786,1
9.596,16,1.0177,1
9.3385,15,1.2262,1
9.2888,16,0.505,1
8.8795,11,-0.5791,0
8.7404,10,-1.3494,0
9.5174,17,0.5734,1
9.5293,15,0.8475,1
9.1192,14,0.3335,1
8.4907,10,-1.5133,0
9.1277,11,-1.4597,1
9.1688,13,1.4658,0
9.1213,13,-0.2143,1
9.3128,12,0.7661,0
8.9129,12,-1.3396,1
9.135,15,0.683,0
8.6956,11,-0.0167,0
8.8696,13,-0.5217,1
8.7638,9,-2.0841,0
9.1262,12,-0.724,1
8.816,11,-0.9848,0
8.712,11,-0.2729,0
8.9898,10,-0.6338,0
9.1437,12,-0.2092,0
8.9255,15,0.6296,1
9.0259,14,0.5295,1
9.2864,13,1.1325,0
8.9386,14,0.4788,1
9.2912,14,0.1828,0
8.4822,13,-0.6487,1
9.4595,15,0.9591,1
9.2134,13,0.0018,0
9.0722,14,1.0479,0
9.0857,16,1.1373,1
9.2995,17,0.7682,1
9.1181,12,-0.2962,1
9.2559,13,0.5028,1
8.9113,11,-0.557,0
8.7686,12,-1.0169,1
8.1973,10,-2.8395,0
9.04,14,0.2375,1
8.8755,12,0.106,0
9.4527,12,1.7,0
8.6127,10,-0.9732,0
8.921,12,-0.9679,1
8.8965,10,-0.5684,0
8.6988,12,0.8959,0
9.1001,15,0.187,1
9.3352,14,0.511,0
9.0735,13,-0.6568,0
8.6874,10,-0.6555,0
8.7684,13,-0.1028,0
8.8905,12,-1.1696,0
8.7682,12,-0.1109,0
9.1553,15,0.9503,1
8.6584,12,-0.8796,0
8.6693,12,-0.705,0
9.2124,15,0.5579,0
8.4554,10,-1.3186,0
8.7906,11,0.3308,0
9.5483,16,0.6555,1
8.6969,12,-1.5122,1
8.7393,14,0.7004,0
10.0582,16,2.2134,1
9.1996,15,1.7465,0
8.8695,10,-0.6758,0
9.5038,17,1.3199,1
8.4669,11,0.2292,0
8.8214,11,-1.3095,1
9.1406,15,1.9925,1
8.7686,12,-0.5876,0
8.8216,11,-0.5985,1
9.4762,14,0.9329,0
8.8226,13,-1.1321,1
8.4466,11,-0.6464,0
9.2268,11,-0.1089,1
9.2083,13,0.8249,0
8.9268,12,-1.3882,1
8.634,11,-0.2434,1
9.1888,13,-0.9834,0
8.6481,11,-0.4054,0
9.0495,12,0.9417,0
8.7543,11,-0.6307,0
8.4517,11,-0.6465,0
8.6528,10,-0.3125,0
9.2042,14,1.2883,0
9.4874,13,1.7747,0
8.8451,13,-1.3833,1
9.1885,12,0.3597,0
8.9995,12,-0.2796,0
8.7194,13,-1.3639,1
9.7878,17,1.411,1
8.6911,13,0.1592,0
9.3993,15,0.4056,1
9.1467,14,-0.9896,1
9.4604,13,-0.0557,1
8.8472,12,-1.3706,1
8.9229,8,-0.7886,0
9.2327,16,0.8141,0
9.085,14,0.1391,1
8.9184,13,-1.1023,0
8.6595,11,-0.7464,0
9.2349,14,0.1786,0
8.9004,14,-0.0486,1
8.6759,14,0.2363,0
9.093,12,-0.0556,0
9.0377,14,-0.0344,1
9.3363,17,0.7602,1
8.4026,10,-1.9773,0
8.7384,10,-1.034,0
9.5375,15,-0.3883,1
9.2084,13,1.4336,0
9.3108,14,1.0631,1
9.3118,15,1.4932,0
8.9543,11,-1.284,1
10.1643,19,2.6659,1
8.9947,15,-0.0102,1
9.7555,16,1.1548,0
8.6155,10,-0.0705,0
8.9973,14,-0.6318,1
9.4501,16,0.7006,1
8.4129,8,-2.3645,0
8.8346,12,-0.733,1
9.0277,12,0.59,0
9.5637,13,-0.0653,1
8.6097,11,-1.802,0
8.7699,11,0.2114,0
8.4371,11,0.673,0
9.1708,13,0.6663,0
8.899,11,0.2489,0
9.3431,14,1.3052,0
8.888,14,-0.131,1
8.8571,11,0.7238,0
9.0539,14,0.9098,0
9.5475,16,0.5875,1
9.1788,14,0.624,0
9.0585,13,-0.0719,0
8.6054,10,-0.9778,0
8.5963,11,-2.0645,1
9.1491,12,0.1885,0
9.1226,13,-0.1681,1
8.6429,11,-2.3173,1
9.2047,13,0.2079,0
9.2695,15,0.2405,1
9.1649,13,0.2061,1
8.7167,10,-0.7482,0
9.3133,14,0.0151,1
9.0839,11,0.2866,0
8.8792,11,0.0493,0
8.5966,11,-0.3177,0
8.6053,9,-0.6009,0
8.9611,12,0.3215,0
8.4755,10,-2.6342,1
8.9992,12,-0.918,0
9.118,16,1.0811,1
8.6723,11,-0.8458,1
9.1195,14,-0.0394,0
9.6265,17,2.1933,0
9.1469,12,1.1895,0
9.0186,11,-0.7419,0
9.06,10,-0.8683,0
8.7859,11,0.5304,0
9.2474,16,1.2707,1
8.591,12,-0.3022,1
9.1006,15,0.5275,1
9.1515,12,0.3064,0
9.1648,14,1.4923,0
9.1311,15,0.2956,1
8.9154,12,-0.636,1
8.8021,12,-1.8633,1
8.7114,12,-0.647,0
9.1859,13,-0.9976,0
8.7989,12,-1.9625,0
9.1633,13,-1.013,1
8.5518,6,-2.0683,0
9.0551,12,0.6615,0
9.3719,16,1.5202,1
8.6515,12,-0.2588,0
8.5451,8,-1.8619,0
8.7483,13,0.8024,0
8.6463,11,-1.3331,0
9.3868,16,0.847,1
8.7993,9,-0.1002,0
8.8696,13,0.6058,0
8.5943,10,-0.8228,0
9.0936,12,-0.2093,0
9.209,13,-0.4844,1
9.6345,17,1.8157,1
8.7261,13,-1.2151,1
9.0376,12,0.1615,1
9.5927,15,1.0807,0
8.7686,11,0.0064,0
9.1727,11,-0.6427,0
9.0696,13,-0.4856,1
8.9162,11,-0.517,0
9.0968,12,-0.0517,0
9.1266,13,-0.9821,1
9.3061,15,0.09,1
8.7801,12,-0.6194,1
9.4565,15,0.0021,1
8.3325,10,-0.8831,0
9.3835,15,0.9989,0
9.1564,15,0.389,1
9.6966,15,0.7238,1
8.978,14,-0.1422,0
9.5012,17,0.549,1
8.7616,10,-1.121,0
8.9608,13,1.3522,0
9.2269,14,0.2479,1
9.1166,14,0.699,0
9.5501,15,2.4453,0
9.139,13,0.8839,0
9.2895,14,-0.2053,0
8.5803,10,-0.6437,1
9.0268,12,-0.3624,0
8.6042,12,-0.3555,0
8.3652,12,-0.6148,0
8.9026,13,-0.6757,1
9.449,16,0.5317,1
9.6537,15,0.6232,1
9.4973,17,1.5294,1
8.5391,14,-0.9221,1
9.4009,16,0.2898,1
9.6276,14,-0.1483,1
9.3017,12,0.5162,0
9.332,13,0.0161,0
8.4736,9,-1.3918,0
9.3599,15,0.6845,0
8.744,15,0.9818,0
8.9738,11,0.4226,0
8.8652,13,0.4654,1
8.9158,13,-0.3293,1
8.3915,8,-1.9769,0
8.9457,12,-0.7615,0
9.4594,16,0.2391,1
9.3434,16,-0.4034,1
9.4509,14,0.0134,1
8.7607,12,0.298,0
9.5062,15,1.7393,1
8.7861,13,-0.8643,1
9.4808,17,0.8883,1
8.9832,14,0.1152,1
9.9526,17,1.2265,1
8.7426,11,-0.8615,0
9.2998,12,0.6206,0
8.5008,10,-1.5941,0
9.2505,14,1.5323,0
9.3667,15,-0.047,1
9.1457,13,-0.061,1
8.8282,13,-0.6362,1
9.0006,12,-0.8724,1
9.2987,14,0.8632,0
9.1386,14,-0.9833,1
8.8957,12,-0.5242,0
9.5456,15,1.1925,0
8.9231,12,-0.4348,1
9.2392,13,-0.133,0
9.6596,17,0.9104,1
8.3747,10,-0.4062,0
9.1429,14,-0.4405,1
9.1486,12,-1.0298,0
8.6084,10,-0.5781,0
8.6978,12,-2.2912,1
8.8565,11,-0.2999,0
8.4759,10,-1.1303,0
9.7226,16,0.6586,1
9.344,13,0.4638,1
8.7913,13,1.1281,0
9.0925,13,1.2248,0
9.2766,12,-0.6527,1
9.0013,14,-0.24,1
9.0158,12,-0.0535,1
9.2243,15,1.2762,0
8.8064,15,-0.3487,0
9.6218,16,1.5863,1
9.1773,14,-0.0042,1
8.9615,11,0.2243,0
9.0598,12,-0.2258,0
8.9846,14,0.6526,0
9.0704,12,0.1398,0
8.8454,14,0.1238,1
9.2639,15,0.4482,1
9.2483,14,-0.2089,1
9.2244,16,0.7497,1
9.0048,14,-0.199,0
9.6027,12,0.5573,0
8.4551,9,-1.5416,0
9.1393,13,-0.7298,1
9.402,13,1.3873,0
8.9967,14,0.3752,1
8.9787,12,-0.1331,0
8.6827,9,-1.2327,0
9.7718,17,1.1624,1
9.5233,15,0.4667,1
8.9768,11,0.3442,0
8.8214,9,-2.2798,0
9.268,13,1.1312,0
9.02,13,-0.2457,0
9.2348,12,-0.0885,0
9.0222,12,-0.6113,1
9.379,13,0.6814,1
8.8415,12,-1.5866,1
9.2793,15,0.832,1
8.6968,12,-0.5791,1
8.3782,12,-0.0196,0
9.149,14,0.9578,0
8.8134,13,-0.9641,1
8.4576,10,-1.0384,1
9.2476,13,1.9935,0
9.196,14,0.134,1
8.7085,12,-1.4863,0
8.5011,9,-2.0639,0
8.9582,13,0.6686,0
9.0345,13,0.5674,0
8.5707,10,0.1051,0
9.2498,13,-0.3512,0
9.251,15,0.3436,1
9.3154,15,0.4455,0
9.5192,17,1.8264,1
9.1645,17,0.2647,1
9.1132,12,0.2016,0
8.7378,11,-0.3795,0
9.0417,12,-0.4119,0
9.1589,14,-0.9182,1
8.7281,12,-0.6412,1
9.5882,16,1.815,0
8.9186,10,-2.0196,1
8.7288,11,0.1109,0
8.8131,10,0.0421,0
9.8347,16,1.2962,1
9.2515,12,1.1218,0
8.8883,13,-1.3875,1
8.8531,13,-0.4091,1
8.4049,11,-1.7614,1
9.1535,17,0.0597,1
8.951,13,0.545,1
9.065,10,-0.9228,0
8.5267,11,-1.855,0
9.4565,12,0.3276,0
8.8743,14,-1.8935,1
8.6094,10,-1.7764,0
9.1102,14,0.4154,1
9.0531,14,0.2672,1
8.4365,9,-1.5616,0
8.8083,12,-0.4764,0
9.5518,13,0.9079,0
8.7312,12,0.037,0
